,dimension,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
25,5,"(47, 48)",False,d_G,0.12332148239349187,1,inverse,0.4198129617006341
26,5,"(51, 50)",True,d_G,0.12111858567964702,1,inverse,0.5333010910747846
27,5,"(53, 52)",False,d_G,0.11932310951858804,1,inverse,0.473851112361314
28,5,"(54, 55)",False,d_G,0.09818798638413537,1,inverse,0.43953966840239095
29,5,"(56, 57)",True,d_G,0.11426855865073648,1,inverse,0.508469918676749
30,5,"(59, 58)",False,d_G,0.1588724625629674,1,inverse,0.42417005374984385
31,5,"(61, 60)",True,d_G,0.12522442908937176,1,inverse,0.5025027015616453
32,5,"(62, 63)",False,d_G,0.06572342185952465,1,inverse,0.34091179882668116
33,5,"(67, 66)",False,d_G,0.10333093339958313,1,inverse,0.4751961200938544
34,5,"(70, 69)",True,d_G,0.09051732588034643,1,inverse,0.5516604468310771
35,5,"(74, 75)",True,d_G,0.10346282923021026,1,inverse,0.5128557678580361
36,5,"(76, 77)",False,d_G,0.08757526955146064,1,inverse,0.4141898121252423
37,5,"(78, 79)",False,d_G,0.11544444198093488,1,inverse,0.2503085534050849
38,5,"(80, 79)",False,d_G,0.12869061420535216,1,inverse,0.38729059576310515
39,5,"(81, 82)",False,d_G,0.13620902726639994,1,inverse,0.37437680971011345
40,5,"(83, 82)",True,d_G,0.1456588850659816,1,inverse,0.5646818249790293
41,5,"(83, 84)",True,d_G,0.14188466888790705,1,inverse,0.582250873706148
42,5,"(85, 84)",True,d_G,0.14777411269424273,1,inverse,0.5422509457102734
43,5,"(86, 85)",False,d_G,0.1246631975289314,1,inverse,0.3858858616596247
44,5,"(86, 87)",False,d_G,0.10909269296165021,1,inverse,0.4581302162553162
45,5,"(88, 89)",True,d_G,0.11097735850201904,1,inverse,0.6019644484584852
46,5,"(93, 92)",True,d_G,0.08802192288029898,1,inverse,0.6108890147109667
47,5,"(94, 93)",True,d_G,0.09975775111141125,1,inverse,0.5961002825020394
48,5,"(95, 94)",True,d_G,0.10095118903590651,1,inverse,0.6220750972928435
49,5,"(95, 96)",False,d_G,0.12949130389322458,1,inverse,0.39532061966656695
50,5,"(98, 97)",False,d_G,0.07622943058694467,1,inverse,0.360914741416588
51,5,"(93, 40)",True,d_G,0.16347594457795608,0,inverse,0.4965507685519955
52,5,"(40, 14)",False,d_G,0.08521874799492296,0,inverse,0.5393177871013064
53,5,"(80, 14)",True,d_G,0.06764903877336918,0,inverse,0.4657739659607308
54,5,"(49, 42)",True,d_G,0.07571118588735934,0,inverse,0.49319666135688944
55,5,"(72, 78)",True,d_G,0.1650317159038862,0,inverse,0.32481988841545906
56,5,"(78, 32)",True,d_G,0.14839953031648917,0,inverse,0.40710328854752786
57,5,"(16, 32)",True,d_G,0.1592718105315051,0,inverse,0.35417899260302327
58,5,"(79, 88)",False,d_G,0.07870537197885509,0,inverse,0.6618164196034173
59,5,"(98, 51)",False,d_G,0.11195038458940096,0,inverse,0.572102635542083
60,5,"(61, 95)",False,d_G,0.12725594633801826,0,inverse,0.5015222546701601
61,5,"(54, 95)",True,d_G,0.10731341781408336,0,inverse,0.47805363894255204
62,5,"(36, 54)",True,d_G,0.16026628104919052,0,inverse,0.37552174182880205
63,5,"(73, 11)",True,d_G,0.17510318895012122,0,inverse,0.3275745176406754
64,5,"(73, 90)",True,d_G,0.09136044694518877,0,inverse,0.43159170942202635
65,5,"(84, 66)",True,d_G,0.1553819886139818,0,inverse,0.49242228765605545
66,5,"(47, 84)",True,d_G,0.16357525617806068,0,inverse,0.39633167462436614
67,5,"(13, 60)",True,d_G,0.11004455425572109,0,inverse,0.47599749066611846
68,5,"(21, 60)",True,d_G,0.14536422832638857,0,inverse,0.3809384426626719
69,5,"(21, 39)",True,d_G,0.12681545442340203,0,inverse,0.40234301542708883
70,5,"(17, 39)",True,d_G,0.0870052414431018,0,inverse,0.41609213674870726
71,5,"(75, 7)",False,d_G,0.1448514866228094,0,inverse,0.5078219851449396
72,5,"(45, 97)",True,d_G,0.16865361588328734,0,inverse,0.4336741765477714
73,5,"(45, 28)",False,d_G,0.09886514630982565,0,inverse,0.5539394691081045
74,5,"(82, 9)",True,d_G,0.0991756434790931,0,inverse,0.39089260652355695
75,5,"(8, 9)",False,d_G,0.06693688676339006,1,inverse,0.4754015868372315
76,5,"(81, 8)",True,d_G,0.14261603167698664,0,inverse,0.39399614440545877
77,5,"(81, 18)",True,d_G,0.12918589485260243,0,inverse,0.38030098522778955
78,5,"(91, 52)",False,d_G,0.08645437870456185,0,inverse,0.5064445160347115
79,5,"(52, 22)",True,d_G,0.14024195431671682,0,inverse,0.48128635825968785
80,5,"(65, 22)",True,d_G,0.14171061510455407,0,inverse,0.4981450178024079
81,5,"(4, 67)",True,d_G,0.15214213815344454,0,inverse,0.3613700543468913
82,5,"(43, 27)",False,d_G,0.0814343309607483,0,inverse,0.6750941238350127
83,5,"(68, 37)",True,d_G,0.15466650270035495,0,inverse,0.314020396713767
84,5,"(87, 38)",True,d_G,0.10003232284401133,0,inverse,0.2896728025035992
85,5,"(58, 29)",False,d_G,0.124639556991024,0,inverse,0.5247794405251235
86,5,"(76, 92)",False,d_G,0.056901120494576345,0,inverse,0.5182366172282165
87,5,"(23, 55)",True,d_G,0.11974443345041987,0,inverse,0.45455549465644374
88,5,"(99, 10)",False,d_G,0.07730121249420194,0,inverse,0.6223295698412978
89,5,"(74, 71)",True,d_G,0.12982588717512397,0,inverse,0.3535889444815761
90,5,"(48, 20)",True,d_G,0.1137699726254074,0,inverse,0.47760436308833193
91,5,"(57, 86)",False,d_G,0.1219763369650801,0,inverse,0.5618127336539105
92,5,"(44, 25)",False,d_G,0.034486593578336174,0,inverse,0.7644757737637503
93,5,"(34, 44)",True,d_G,0.19644426357079098,0,inverse,0.34984238290965525
94,5,"(34, 94)",True,d_G,0.1520145363240937,0,inverse,0.49330215557546386
95,5,"(53, 94)",False,d_G,0.06088513703625504,0,inverse,0.6391140167146014
96,5,"(59, 53)",True,d_G,0.08645654090130689,0,inverse,0.47574981393651977
97,5,"(2, 83)",True,d_G,0.1096516129857214,0,inverse,0.49223101750314385
98,5,"(5, 12)",True,d_G,0.11249993525518176,0,inverse,0.43051665536626915
99,5,"(56, 0)",True,d_G,0.12821122063122503,0,inverse,0.47035706792949944
100,10,"(1, 0)",True,d_G,0.16850757028466895,1,inverse,0.5591935563084246
101,10,"(99, 0)",False,d_G,0.18566527464247456,0,inverse,0.5394990778652512
102,10,"(1, 2)",True,d_G,0.14513781292424133,1,inverse,0.6096378161043254
103,10,"(2, 3)",False,d_G,0.15604792222592395,1,inverse,0.4082920011463956
104,10,"(6, 5)",False,d_G,0.23487959372009592,1,inverse,0.2526498988070465
105,10,"(9, 8)",False,d_G,0.13288081132060464,1,inverse,0.4320970715841184
106,10,"(12, 11)",False,d_G,0.1940803633440965,1,inverse,0.3606607598521819
107,10,"(12, 13)",True,d_G,0.1260953371048525,1,inverse,0.7022277967089738
108,10,"(13, 14)",True,d_G,0.08572552568606989,1,inverse,0.7187888896757293
109,10,"(17, 18)",True,d_G,0.08903076920363258,1,inverse,0.696528092584245
110,10,"(20, 21)",False,d_G,0.17337833695733462,1,inverse,0.4916054331890011
111,10,"(23, 24)",True,d_G,0.1437069733473964,1,inverse,0.509491810313826
112,10,"(26, 25)",True,d_G,0.093055870084803,1,inverse,0.5996299337626643
113,10,"(26, 27)",True,d_G,0.06913045062513419,1,inverse,0.758846145807334
114,10,"(28, 27)",True,d_G,0.09319420058474193,1,inverse,0.664948954338365
115,10,"(32, 31)",True,d_G,0.09024822132743565,1,inverse,0.6874852238129903
116,10,"(32, 33)",True,d_G,0.17778896152900378,1,inverse,0.5624519585107696
117,10,"(33, 34)",False,d_G,0.17219398120778312,1,inverse,0.47268394956444776
118,10,"(36, 37)",True,d_G,0.1545821621047705,1,inverse,0.5784410629170045
119,10,"(44, 43)",False,d_G,0.14663938336934942,1,inverse,0.49205445332052994
120,10,"(47, 46)",False,d_G,0.16768393161273562,1,inverse,0.42861413758734607
121,10,"(51, 52)",True,d_G,0.17197511763714637,1,inverse,0.5045206645483463
122,10,"(53, 54)",True,d_G,0.08322758471895728,1,inverse,0.6775580011125054
123,10,"(54, 55)",True,d_G,0.052659548938291875,1,inverse,0.8329635337481629
124,10,"(55, 56)",True,d_G,0.08922362534113058,1,inverse,0.6034760959472424
125,10,"(60, 59)",False,d_G,0.25804813866702286,1,inverse,0.36377407967535075
126,10,"(62, 61)",False,d_G,0.09214687551624108,1,inverse,0.4576992594023503
127,10,"(65, 64)",False,d_G,0.1723653172382231,1,inverse,0.36455105849455155
128,10,"(70, 69)",True,d_G,0.11412277131436563,1,inverse,0.5081407149363452
129,10,"(71, 72)",False,d_G,0.21127671739249523,1,inverse,0.49487267842929455
130,10,"(73, 74)",True,d_G,0.16489778120191936,1,inverse,0.5490050538338174
131,10,"(74, 75)",False,d_G,0.19385034399018772,1,inverse,0.462978520384947
132,10,"(75, 76)",True,d_G,0.13284721057137164,1,inverse,0.6012795144361949
133,10,"(83, 82)",True,d_G,0.12464126362144358,1,inverse,0.6712844128052516
134,10,"(83, 84)",True,d_G,0.16050544077374845,1,inverse,0.6023775523754638
135,10,"(85, 84)",True,d_G,0.16696482139857005,1,inverse,0.5830746230392807
136,10,"(86, 85)",False,d_G,0.1946638092025605,1,inverse,0.48551567576443216
137,10,"(90, 91)",True,d_G,0.15762406160968653,1,inverse,0.5153885772057666
138,10,"(92, 91)",True,d_G,0.14629132190800412,1,inverse,0.5945068105845396
139,10,"(93, 92)",True,d_G,0.1557354730797363,1,inverse,0.5568742619407896
140,10,"(98, 97)",False,d_G,0.17260160343668465,1,inverse,0.4655208698632193
141,10,"(56, 93)",False,d_G,0.16456620990757617,0,inverse,0.5001640670181371
142,10,"(19, 80)",True,d_G,0.1819107092942496,0,inverse,0.4294794724710059
143,10,"(42, 72)",True,d_G,0.21935164764628298,0,inverse,0.45229761337868357
144,10,"(72, 78)",True,d_G,0.2711243593665107,0,inverse,0.4053390439123518
145,10,"(78, 32)",False,d_G,0.19296676877441918,0,inverse,0.5154877426508592
146,10,"(16, 79)",True,d_G,0.21198264556349453,0,inverse,0.230583910857623
147,10,"(79, 88)",True,d_G,0.18035712681912577,0,inverse,0.3078008495705578
148,10,"(51, 24)",False,d_G,0.16677584569506637,0,inverse,0.5239407371123678
149,10,"(98, 51)",True,d_G,0.23002533061907973,0,inverse,0.475080639745456
150,10,"(62, 61)",False,d_G,0.09214687551624108,1,inverse,0.4576992594023503
151,10,"(61, 95)",False,d_G,0.12489508018535757,0,inverse,0.5041412313261825
152,10,"(73, 11)",True,d_G,0.26802277699532057,0,inverse,0.37701120058212023
153,10,"(73, 90)",True,d_G,0.2625621722997124,0,inverse,0.35296459786595963
154,10,"(31, 90)",True,d_G,0.16609870959408063,0,inverse,0.48066325272880106
155,10,"(46, 35)",True,d_G,0.18920264077288784,0,inverse,0.26537521030970507
156,10,"(47, 84)",False,d_G,0.15742774674403334,0,inverse,0.519010987021175
157,10,"(21, 60)",True,d_G,0.2221847077259151,0,inverse,0.4624265966474806
158,10,"(21, 39)",True,d_G,0.15228427922831467,0,inverse,0.4221623491277642
159,10,"(17, 39)",True,d_G,0.16715818590140563,0,inverse,0.4391983427702721
160,10,"(75, 63)",True,d_G,0.22336289259996003,0,inverse,0.4328642803436714
161,10,"(63, 97)",True,d_G,0.22662440405165382,0,inverse,0.4184922437955676
162,10,"(45, 97)",True,d_G,0.28822362692345666,0,inverse,0.3532124664508962
163,10,"(45, 28)",True,d_G,0.15224302083866917,0,inverse,0.4851194476579534
164,10,"(15, 50)",True,d_G,0.17965450505530298,0,inverse,0.373371648024797
165,10,"(8, 9)",False,d_G,0.13288081132060464,1,inverse,0.4320970715841184
166,10,"(65, 4)",True,d_G,0.16276680041225125,0,inverse,0.15652266349936972
167,10,"(4, 67)",True,d_G,0.2000045855585173,0,inverse,0.12876623756370456
168,10,"(68, 37)",True,d_G,0.19864711200318105,0,inverse,0.4480790106686315
169,10,"(87, 37)",True,d_G,0.2496969691881701,0,inverse,0.3375730581626697
170,10,"(29, 38)",True,d_G,0.21829562070343286,0,inverse,0.2632266359701046
171,10,"(92, 58)",False,d_G,0.1664306843305725,0,inverse,0.5222468801370554
172,10,"(76, 92)",False,d_G,0.15307888024411903,0,inverse,0.5032969899031999
173,10,"(99, 10)",True,d_G,0.24269999319258398,0,inverse,0.2769370869126182
174,10,"(96, 99)",True,d_G,0.2087484804104008,0,inverse,0.43291151282060614
175,10,"(74, 71)",False,d_G,0.16228607849853596,0,inverse,0.5982336225537008
176,10,"(48, 20)",True,d_G,0.21466287544276552,0,inverse,0.3141828624801013
177,10,"(57, 48)",True,d_G,0.20450626879397857,0,inverse,0.2871944296702371
178,10,"(57, 86)",True,d_G,0.2594465290308391,0,inverse,0.3156987697189715
179,10,"(1, 86)",True,d_G,0.20079256705415638,0,inverse,0.499753704900696
180,10,"(44, 25)",True,d_G,0.12996402724341313,0,inverse,0.348147640437132
181,10,"(34, 94)",True,d_G,0.171137652107692,0,inverse,0.34292376616187464
182,10,"(59, 53)",True,d_G,0.21926843967409082,0,inverse,0.3572319037748678
183,10,"(83, 59)",True,d_G,0.28716086709957067,0,inverse,0.4299245509198448
184,10,"(6, 41)",True,d_G,0.15873732131369817,0,inverse,0.3356313408728259
185,10,"(5, 6)",False,d_G,0.23487959372009592,1,inverse,0.2526498988070465
186,15,"(1, 0)",False,d_G,0.29027184605752704,1,inverse,0.37556754850657476
187,15,"(2, 3)",True,d_G,0.15734998144054121,1,inverse,0.5618414834861668
188,15,"(5, 4)",False,d_G,0.3153199790966923,1,inverse,0.4722653758855483
189,15,"(6, 5)",True,d_G,0.2705441178144913,1,inverse,0.5066387647274994
190,15,"(6, 7)",True,d_G,0.20832613325332133,1,inverse,0.6254786979573723
191,15,"(7, 8)",True,d_G,0.16667928712368738,1,inverse,0.6367028255771217
192,15,"(9, 8)",False,d_G,0.2374993518238695,1,inverse,0.3646478617689047
193,15,"(11, 10)",False,d_G,0.22041216819395718,1,inverse,0.4895804937804733
194,15,"(12, 11)",True,d_G,0.24072504583748489,1,inverse,0.5802681838743777
195,15,"(12, 13)",True,d_G,0.27468994660221907,1,inverse,0.5158585039053558
196,15,"(13, 14)",False,d_G,0.23222965678764723,1,inverse,0.47149957547537363
197,15,"(18, 19)",False,d_G,0.24676929785365898,1,inverse,0.4569316391568462
198,15,"(20, 21)",False,d_G,0.3057186640687308,1,inverse,0.4645572431123052
199,15,"(22, 21)",True,d_G,0.20266146659989673,1,inverse,0.6399343496274894
200,15,"(24, 25)",False,d_G,0.22583620437011118,1,inverse,0.40856306984325086
201,15,"(26, 25)",False,d_G,0.174106511892894,1,inverse,0.4893976038703122
202,15,"(28, 27)",True,d_G,0.27645582045198636,1,inverse,0.5084263435360674
203,15,"(30, 31)",False,d_G,0.28839290333106643,1,inverse,0.3368297936116711
204,15,"(33, 34)",False,d_G,0.20081996938075022,1,inverse,0.4472657085105052
205,15,"(36, 35)",True,d_G,0.17909136433347897,1,inverse,0.6118931459007985
206,15,"(37, 38)",False,d_G,0.2641345438964678,1,inverse,0.43176883858061976
207,15,"(39, 38)",True,d_G,0.25565971552146943,1,inverse,0.563361546559846
208,15,"(39, 40)",True,d_G,0.19036557492752854,1,inverse,0.5896467504624927
209,15,"(42, 43)",False,d_G,0.28159201968357966,1,inverse,0.48242652817118253
210,15,"(47, 46)",True,d_G,0.22882202836699986,1,inverse,0.5723701242321811
211,15,"(49, 48)",True,d_G,0.20357069932987285,1,inverse,0.5942132352100624
212,15,"(50, 49)",True,d_G,0.2992080063934648,1,inverse,0.5307055257732524
213,15,"(51, 50)",True,d_G,0.19961137559599695,1,inverse,0.5619937940944483
214,15,"(53, 54)",False,d_G,0.2442256374807514,1,inverse,0.4510736098495371
215,15,"(54, 55)",True,d_G,0.2502181534058371,1,inverse,0.5712050037823395
216,15,"(55, 56)",True,d_G,0.23814102093983064,1,inverse,0.5455948559865643
217,15,"(56, 57)",True,d_G,0.2076508023335842,1,inverse,0.5338974060571304
218,15,"(59, 58)",True,d_G,0.25599902619122966,1,inverse,0.5316365853531732
219,15,"(60, 59)",True,d_G,0.2659809442961304,1,inverse,0.5150637258115156
220,15,"(61, 60)",False,d_G,0.2681833654384831,1,inverse,0.4443240531709427
221,15,"(64, 63)",True,d_G,0.24192342796284116,1,inverse,0.5471337571737971
222,15,"(68, 69)",True,d_G,0.18963032983019426,1,inverse,0.6218849494209477
223,15,"(70, 69)",True,d_G,0.21008774748548795,1,inverse,0.5323248006227721
224,15,"(72, 73)",True,d_G,0.18966936226187336,1,inverse,0.5756263538469867
225,15,"(73, 74)",True,d_G,0.19428127852319593,1,inverse,0.6451316710515551
226,15,"(74, 75)",False,d_G,0.2964776154575239,1,inverse,0.49799687827606604
227,15,"(76, 77)",False,d_G,0.21493479228905418,1,inverse,0.4739793053414851
228,15,"(77, 78)",True,d_G,0.20530470049841046,1,inverse,0.6344418150717946
229,15,"(81, 80)",True,d_G,0.2476189223744987,1,inverse,0.5143349855648734
230,15,"(81, 82)",True,d_G,0.2599385702196933,1,inverse,0.5319796885395472
231,15,"(83, 82)",True,d_G,0.18901592106657317,1,inverse,0.6204559120588647
232,15,"(83, 84)",True,d_G,0.20709669707172473,1,inverse,0.6073193131731712
233,15,"(86, 85)",False,d_G,0.23957497547322795,1,inverse,0.4993315355308081
234,15,"(86, 87)",True,d_G,0.2704162613519466,1,inverse,0.5919152306340529
235,15,"(87, 88)",True,d_G,0.21565000693520334,1,inverse,0.5729152215006386
236,15,"(88, 89)",True,d_G,0.21001507412122625,1,inverse,0.5885511733870794
237,15,"(89, 90)",False,d_G,0.29084310969275234,1,inverse,0.49651554341974236
238,15,"(90, 91)",True,d_G,0.24626722132358606,1,inverse,0.579368651107575
239,15,"(93, 92)",True,d_G,0.16538547875408321,1,inverse,0.6648494398897045
240,15,"(94, 93)",True,d_G,0.16046281844470753,1,inverse,0.6817288460962413
241,15,"(95, 94)",True,d_G,0.15701206810077073,1,inverse,0.5280877822598221
242,15,"(96, 97)",False,d_G,0.3160252651432652,1,inverse,0.40662738628258255
243,15,"(98, 97)",True,d_G,0.23429090946667597,1,inverse,0.5346384100793117
244,15,"(99, 98)",True,d_G,0.14823302048082188,1,inverse,0.6115883820822574
245,15,"(56, 93)",False,d_G,0.16368571166234186,0,inverse,0.6451071709516053
246,15,"(80, 14)",True,d_G,0.2430554571422383,0,inverse,0.4855893633247466
247,15,"(19, 80)",True,d_G,0.30488856076277127,0,inverse,0.3663676455467133
248,15,"(19, 49)",False,d_G,0.2289544956229941,0,inverse,0.5933258585410275
249,15,"(49, 42)",True,d_G,0.30605046336591113,0,inverse,0.4544876474892527
250,15,"(42, 72)",True,d_G,0.253955565193249,0,inverse,0.4414368505651695
251,15,"(16, 79)",False,d_G,0.16699184071338674,0,inverse,0.502090250988391
252,15,"(62, 61)",True,d_G,0.18804667913358,1,inverse,0.5065782002513443
253,15,"(54, 95)",True,d_G,0.25695079857003256,0,inverse,0.4485290001939788
254,15,"(31, 90)",False,d_G,0.26434849175043507,0,inverse,0.5348677146915144
255,15,"(30, 46)",True,d_G,0.2625609235946091,0,inverse,0.4901024447830031
256,15,"(46, 35)",False,d_G,0.25536000873579345,0,inverse,0.557190245403194
257,15,"(69, 66)",True,d_G,0.2807977852110247,0,inverse,0.34816563128739175
258,15,"(84, 66)",True,d_G,0.3482764921247839,0,inverse,0.2671124024294925
259,15,"(47, 84)",True,d_G,0.23085030602328305,0,inverse,0.4966738573097307
260,15,"(13, 60)",False,d_G,0.30925511561364505,0,inverse,0.5317587490413642
261,15,"(21, 60)",True,d_G,0.35023081529910555,0,inverse,0.4812071183888183
262,15,"(17, 39)",True,d_G,0.2511395223472651,0,inverse,0.46221630615872056
263,15,"(75, 63)",True,d_G,0.3715567614084054,0,inverse,0.4054992973286431
264,15,"(63, 97)",True,d_G,0.38774508607016656,0,inverse,0.44747730991632295
265,15,"(45, 28)",False,d_G,0.19670140573876221,0,inverse,0.5036509132146141
266,15,"(85, 28)",False,d_G,0.2240806059894617,0,inverse,0.5248252729725765
267,15,"(15, 85)",True,d_G,0.29420048135047594,0,inverse,0.37805361585249597
268,15,"(15, 50)",True,d_G,0.2800677056150626,0,inverse,0.41555220657521674
269,15,"(82, 9)",True,d_G,0.27722150376444316,0,inverse,0.3833686178893004
270,15,"(8, 9)",False,d_G,0.2374993518238695,1,inverse,0.3646478617689047
271,15,"(81, 18)",False,d_G,0.2076336220679183,0,inverse,0.5266513897993308
272,15,"(91, 18)",False,d_G,0.26365754274299225,0,inverse,0.5138313338110629
273,15,"(65, 4)",False,d_G,0.2164757696887833,0,inverse,0.5555725339740462
274,15,"(4, 67)",True,d_G,0.24771887168870785,0,inverse,0.483135607361436
275,15,"(43, 27)",False,d_G,0.15204485031869613,0,inverse,0.6391544033131181
276,15,"(68, 37)",True,d_G,0.31312908908920994,0,inverse,0.4399504113738471
277,15,"(87, 38)",True,d_G,0.2848605036602976,0,inverse,0.4390645936873582
278,15,"(58, 29)",True,d_G,0.21538165166703488,0,inverse,0.4528760143306428
279,15,"(92, 58)",True,d_G,0.26244540115654547,0,inverse,0.4896130149728457
280,15,"(77, 23)",True,d_G,0.3545267147769301,0,inverse,0.3967036709496858
281,15,"(23, 55)",True,d_G,0.29960628704634684,0,inverse,0.44533516084098457
282,15,"(89, 10)",True,d_G,0.27361454436720206,0,inverse,0.45178668955555396
283,15,"(71, 96)",True,d_G,0.2947257294717961,0,inverse,0.4281035020168598
284,15,"(74, 20)",True,d_G,0.2894907217108237,0,inverse,0.46671041512322037
285,15,"(48, 20)",False,d_G,0.16635634975627409,0,inverse,0.5550071273186796
286,15,"(57, 86)",True,d_G,0.21903226281203758,0,inverse,0.49313784213460843
287,15,"(1, 25)",False,d_G,0.3320243834396097,0,inverse,0.5018282495183009
288,15,"(44, 25)",True,d_G,0.2702509886903195,0,inverse,0.35183706987775554
289,15,"(34, 44)",True,d_G,0.3301679855305986,0,inverse,0.2554402012525278
290,15,"(2, 41)",True,d_G,0.27077206587224567,0,inverse,0.3933162026521703
291,15,"(6, 41)",True,d_G,0.28083355671408194,0,inverse,0.41521526357802535
292,15,"(5, 6)",True,d_G,0.2705441178144913,1,inverse,0.5066387647274994
293,15,"(5, 12)",True,d_G,0.3216854910100899,0,inverse,0.4567670882102947
294,15,"(0, 12)",True,d_G,0.3030827957522478,0,inverse,0.4187342634828859
295,20,"(1, 0)",True,d_G,0.2503798227779735,1,inverse,0.5980577778911444
296,20,"(1, 2)",True,d_G,0.2943750348000533,1,inverse,0.5546039887966502
297,20,"(2, 3)",True,d_G,0.3534896978232971,1,inverse,0.5142157803069917
298,20,"(4, 3)",True,d_G,0.35552013811141486,1,inverse,0.5499811450158728
299,20,"(5, 4)",True,d_G,0.2650939462450506,1,inverse,0.573319459784904
300,20,"(6, 7)",True,d_G,0.26589472887741117,1,inverse,0.5757244418990951
301,20,"(7, 8)",False,d_G,0.3357666796204529,1,inverse,0.4878707235720492
302,20,"(12, 13)",False,d_G,0.3136171559098681,1,inverse,0.4897373599409308
303,20,"(14, 15)",True,d_G,0.27788103048318086,1,inverse,0.5073564525522574
304,20,"(17, 16)",False,d_G,0.3741153668803855,1,inverse,0.4924701223308292
305,20,"(17, 18)",False,d_G,0.35643448532831096,1,inverse,0.4884466260370726
306,20,"(18, 19)",False,d_G,0.3325600304806084,1,inverse,0.49446543016510547
307,20,"(23, 24)",True,d_G,0.3534728446433267,1,inverse,0.5466805279184305
308,20,"(24, 25)",True,d_G,0.2907250416256678,1,inverse,0.5131318490737415
309,20,"(29, 28)",True,d_G,0.25986961065099834,1,inverse,0.5405688510523557
310,20,"(30, 31)",False,d_G,0.3208006330631409,1,inverse,0.3933513209123834
311,20,"(32, 33)",False,d_G,0.39469230297021335,1,inverse,0.4768315406819254
312,20,"(33, 34)",True,d_G,0.2727193085483708,1,inverse,0.5586093060738357
313,20,"(34, 35)",True,d_G,0.2814638395013285,1,inverse,0.5349480562782722
314,20,"(42, 43)",False,d_G,0.3335093292127985,1,inverse,0.4952597201419457
315,20,"(46, 45)",False,d_G,0.3530681776925837,1,inverse,0.47615017510301494
316,20,"(47, 48)",True,d_G,0.2752764464213971,1,inverse,0.59981623612833
317,20,"(49, 48)",True,d_G,0.36838660434384995,1,inverse,0.5163730131591804
318,20,"(50, 49)",True,d_G,0.3190326865360483,1,inverse,0.5222712055844906
319,20,"(53, 52)",False,d_G,0.3599282828524924,1,inverse,0.39916536647888035
320,20,"(59, 58)",False,d_G,0.33096627569267195,1,inverse,0.4952222711810875
321,20,"(60, 59)",True,d_G,0.20976761892635887,1,inverse,0.6367910371373735
322,20,"(62, 63)",True,d_G,0.3093876776270511,1,inverse,0.5741369808651409
323,20,"(64, 63)",False,d_G,0.38231303552092133,1,inverse,0.4719446955872706
324,20,"(65, 64)",True,d_G,0.2538619061472534,1,inverse,0.5812849018394025
325,20,"(66, 65)",True,d_G,0.2933150377492352,1,inverse,0.5721994366363465
326,20,"(68, 69)",True,d_G,0.2934163430924233,1,inverse,0.5567420890292908
327,20,"(70, 71)",True,d_G,0.29052753737523707,1,inverse,0.5209266289793651
328,20,"(74, 75)",False,d_G,0.2907901302961588,1,inverse,0.477231044831596
329,20,"(83, 82)",False,d_G,0.24486054458312312,1,inverse,0.4965119432330085
330,20,"(90, 91)",True,d_G,0.37018209366412763,1,inverse,0.5162011308465358
331,20,"(92, 91)",True,d_G,0.3454667477403312,1,inverse,0.5480108631927143
