,walk_length,edge,correct,layer,distance,ground_truth,likelihood_metric,score
121,5,"(199, 51)",True,d_G,2.8177278,1,inverse,0.5629494
122,5,"(199, 201)",True,d_G,1.458381,1,inverse,0.6780129
123,5,"(49, 48)",True,d_G,1.0432655,1,inverse,0.7085965
124,5,"(152, 67)",True,d_G,4.779823,1,inverse,0.5004112
125,5,"(207, 87)",False,d_G,2.70182,1,inverse,0.38332126
126,5,"(256, 90)",True,d_G,3.5228589,1,inverse,0.5132702
127,5,"(146, 151)",False,d_G,4.0148983,1,inverse,0.49923617
128,5,"(151, 259)",False,d_G,4.204175,1,inverse,0.44129056
129,5,"(152, 145)",True,d_G,3.063214,1,inverse,0.50188446
130,5,"(152, 164)",True,d_G,1.477841,1,inverse,0.5503569
131,5,"(209, 210)",False,d_G,2.1675863,1,inverse,0.4117923
132,5,"(247, 273)",False,d_G,3.6152654,1,inverse,0.49178153
133,5,"(95, 94)",True,d_G,3.0534337,1,inverse,0.50766367
134,5,"(250, 144)",False,d_G,3.70792,1,inverse,0.46554255
135,5,"(250, 145)",True,d_G,2.2352653,1,inverse,0.55668795
136,5,"(97, 98)",False,d_G,3.1042714,1,inverse,0.420622
137,5,"(254, 99)",False,d_G,2.473121,1,inverse,0.49633393
138,5,"(168, 132)",False,d_G,4.543289,1,inverse,0.4965645
139,5,"(168, 169)",False,d_G,4.1590543,1,inverse,0.48196608
140,5,"(168, 213)",True,d_G,1.4089384,1,inverse,0.6148004
141,5,"(219, 168)",False,d_G,4.3648562,1,inverse,0.4779094
142,5,"(168, 226)",True,d_G,4.1724734,1,inverse,0.5104807
143,5,"(169, 133)",False,d_G,4.289848,1,inverse,0.49532688
144,5,"(169, 169)",True,d_G,0.0,1,inverse,
145,5,"(223, 169)",True,d_G,4.1914663,1,inverse,0.5128161
146,5,"(169, 225)",False,d_G,4.41139,1,inverse,0.4870379
147,5,"(226, 251)",False,d_G,4.3660035,1,inverse,0.49928707
148,5,"(253, 252)",False,d_G,3.5852187,1,inverse,0.46217108
149,5,"(255, 252)",False,d_G,3.8396738,1,inverse,0.49194956
150,5,"(254, 255)",False,d_G,3.0206726,1,inverse,0.457721
151,5,"(255, 256)",False,d_G,3.2115993,1,inverse,0.46427196
152,5,"(275, 276)",False,d_G,3.2291934,1,inverse,0.45140955
153,5,"(60, 61)",True,d_G,3.8339458,1,inverse,0.514454
154,5,"(61, 190)",False,d_G,4.453702,1,inverse,0.48119524
155,5,"(61, 191)",True,d_G,4.2251678,1,inverse,0.51131743
156,5,"(133, 191)",False,d_G,4.1390486,1,inverse,0.47735527
157,5,"(187, 191)",True,d_G,3.9748878,1,inverse,0.5097299
158,5,"(226, 191)",False,d_G,4.0235066,1,inverse,0.49203902
159,5,"(116, 195)",False,d_G,3.4927878,1,inverse,0.45599046
160,5,"(192, 195)",False,d_G,3.4077432,1,inverse,0.4495274
161,5,"(190, 132)",False,d_G,4.0168905,1,inverse,0.45374665
162,5,"(186, 190)",True,d_G,3.3394563,1,inverse,0.50495946
163,5,"(65, 62)",True,d_G,3.5265365,1,inverse,0.51735
164,5,"(63, 65)",False,d_G,3.4465642,1,inverse,0.48208275
165,5,"(66, 65)",True,d_G,2.4947622,1,inverse,0.57268625
166,5,"(173, 64)",False,d_G,3.2815125,1,inverse,0.30965447
167,5,"(174, 64)",False,d_G,3.4416413,1,inverse,0.45326394
168,5,"(219, 202)",False,d_G,3.2800875,1,inverse,0.4892556
169,5,"(80, 79)",True,d_G,2.3192766,1,inverse,0.51154494
170,5,"(80, 182)",True,d_G,3.6073005,1,inverse,0.50761205
171,5,"(132, 83)",False,d_G,4.1975746,1,inverse,0.43464732
172,5,"(231, 132)",True,d_G,3.1120057,1,inverse,0.52250016
173,5,"(177, 133)",True,d_G,3.405366,1,inverse,0.52194387
174,5,"(133, 232)",True,d_G,3.0705173,1,inverse,0.5485655
175,5,"(135, 86)",False,d_G,3.281363,1,inverse,0.4806758
176,5,"(135, 187)",False,d_G,3.5978537,1,inverse,0.4869797
177,5,"(146, 144)",False,d_G,3.292148,1,inverse,0.42457113
178,5,"(105, 104)",False,d_G,3.400983,1,inverse,0.46356678
179,5,"(270, 269)",False,d_G,3.8579261,1,inverse,0.43057144
180,5,"(270, 271)",False,d_G,3.48309,1,inverse,0.4513155
181,5,"(117, 116)",False,d_G,2.1161397,1,inverse,0.31456375
182,5,"(120, 121)",False,d_G,3.0280766,1,inverse,0.48310074
183,5,"(180, 192)",True,d_G,2.1178465,1,inverse,0.566803
184,5,"(192, 181)",False,d_G,2.7524483,1,inverse,0.49726456
185,5,"(125, 234)",True,d_G,2.8246791,1,inverse,0.5090035
186,5,"(147, 129)",True,d_G,1.2272434,1,inverse,0.50383043
187,5,"(224, 187)",False,d_G,3.9466724,1,inverse,0.46291575
188,5,"(139, 138)",False,d_G,3.6490512,1,inverse,0.43741497
189,5,"(275, 139)",True,d_G,3.1067789,1,inverse,0.52611536
190,5,"(272, 271)",False,d_G,3.8206651,1,inverse,0.43771228
191,5,"(218, 200)",False,d_G,2.4121313,1,inverse,0.105977975
192,5,"(225, 226)",True,d_G,3.2872832,1,inverse,0.55398834
193,5,"(205, 221)",True,d_G,3.2561924,1,inverse,0.5857526
194,5,"(73, 1)",True,d_G,4.0281906,0,inverse,0.4594257
195,5,"(13, 7)",True,d_G,4.332844,0,inverse,0.4882742
196,5,"(40, 13)",False,d_G,4.0501895,0,inverse,0.5122633
197,5,"(13, 44)",True,d_G,4.3336325,0,inverse,0.44773987
198,5,"(13, 77)",True,d_G,4.503075,0,inverse,0.43138808
199,5,"(13, 112)",True,d_G,4.6794267,0,inverse,0.4521033
200,5,"(13, 169)",True,d_G,4.939622,0,inverse,0.4762396
201,5,"(57, 29)",True,d_G,4.231918,0,inverse,0.48108643
202,5,"(57, 32)",True,d_G,3.5545907,0,inverse,0.49762955
203,5,"(38, 57)",False,d_G,3.3208299,0,inverse,0.5098741
204,5,"(33, 57)",True,d_G,4.267317,0,inverse,0.46017486
205,5,"(91, 57)",True,d_G,4.668576,0,inverse,0.47538662
206,5,"(57, 112)",True,d_G,4.970103,0,inverse,0.44303566
207,5,"(115, 57)",True,d_G,5.0083146,0,inverse,0.49273226
208,5,"(174, 57)",True,d_G,3.8259878,0,inverse,0.45594573
209,5,"(179, 57)",True,d_G,4.770427,0,inverse,0.47930166
210,5,"(57, 242)",True,d_G,4.396892,0,inverse,0.49152824
211,5,"(73, 9)",True,d_G,3.0966084,0,inverse,0.47660208
212,5,"(73, 21)",True,d_G,4.042846,0,inverse,0.44674653
213,5,"(170, 83)",True,d_G,4.713701,0,inverse,0.47539502
214,5,"(85, 170)",False,d_G,3.4261456,0,inverse,0.52348906
215,5,"(170, 179)",True,d_G,4.8542666,0,inverse,0.49105698
216,5,"(185, 170)",True,d_G,4.4906406,0,inverse,0.4864841
217,5,"(170, 233)",True,d_G,4.2904277,0,inverse,0.49380893
218,5,"(131, 226)",False,d_G,3.718124,0,inverse,0.50497204
219,5,"(167, 226)",False,d_G,3.6960547,0,inverse,0.53460026
220,5,"(226, 186)",False,d_G,3.3482711,0,inverse,0.5119971
221,5,"(56, 32)",False,d_G,3.1353512,0,inverse,0.5095159
222,5,"(56, 54)",True,d_G,4.8376617,0,inverse,0.48708808
223,5,"(56, 55)",True,d_G,4.4894924,0,inverse,0.48049176
224,5,"(59, 56)",True,d_G,4.673302,0,inverse,0.46537867
225,5,"(60, 56)",True,d_G,4.6103153,0,inverse,0.49856016
226,5,"(68, 56)",True,d_G,4.1450534,0,inverse,0.48851687
227,5,"(56, 75)",True,d_G,4.443549,0,inverse,0.47463292
228,5,"(56, 112)",True,d_G,5.022295,0,inverse,0.44175622
229,5,"(158, 56)",True,d_G,4.770577,0,inverse,0.49278018
230,5,"(56, 240)",False,d_G,1.782322,0,inverse,0.7042835
231,5,"(264, 56)",True,d_G,5.12496,0,inverse,0.48111856
232,5,"(56, 265)",False,d_G,3.2289941,0,inverse,0.52203876
233,5,"(67, 60)",False,d_G,4.540504,0,inverse,0.526007
234,5,"(63, 67)",True,d_G,4.613706,0,inverse,0.42603
235,5,"(114, 67)",True,d_G,4.026485,0,inverse,0.48988095
236,5,"(162, 67)",True,d_G,4.1487074,0,inverse,0.46346897
237,5,"(225, 27)",False,d_G,2.6252933,0,inverse,0.52164197
238,5,"(225, 131)",False,d_G,3.6221778,0,inverse,0.5100695
239,5,"(71, 3)",True,d_G,4.308092,0,inverse,0.44859874
240,5,"(81, 3)",False,d_G,3.1091814,0,inverse,0.57393086
241,5,"(112, 3)",True,d_G,4.5391498,0,inverse,0.43354583
242,5,"(3, 188)",True,d_G,4.0804043,0,inverse,0.48930103
243,5,"(88, 71)",True,d_G,4.2148848,0,inverse,0.4531014
244,5,"(115, 71)",True,d_G,4.520959,0,inverse,0.49579468
245,5,"(71, 152)",True,d_G,4.675986,0,inverse,0.4622998
246,5,"(24, 81)",False,d_G,3.3360355,0,inverse,0.507448
247,5,"(70, 81)",False,d_G,3.2509484,0,inverse,0.563897
248,5,"(83, 24)",False,d_G,3.5438528,0,inverse,0.5261734
249,5,"(83, 61)",True,d_G,4.759472,0,inverse,0.48398268
250,5,"(83, 198)",True,d_G,4.5145097,0,inverse,0.4908075
251,5,"(212, 83)",True,d_G,3.0285547,0,inverse,0.33901295
252,5,"(134, 124)",False,d_G,3.5495465,0,inverse,0.5104261
253,5,"(188, 124)",False,d_G,3.2929475,0,inverse,0.52022153
254,5,"(224, 130)",False,d_G,3.5285778,0,inverse,0.5201074
255,5,"(4, 175)",True,d_G,5.1677966,0,inverse,0.4679593
256,5,"(60, 175)",True,d_G,5.073477,0,inverse,0.44997874
257,5,"(111, 175)",False,d_G,4.1933136,0,inverse,0.51108325
258,5,"(175, 158)",True,d_G,4.4380345,0,inverse,0.47384194
259,5,"(182, 175)",True,d_G,4.9269357,0,inverse,0.48702487
260,5,"(233, 175)",False,d_G,3.710036,0,inverse,0.50515455
261,5,"(182, 176)",True,d_G,4.1713047,0,inverse,0.4918161
262,5,"(176, 234)",True,d_G,3.4505026,0,inverse,0.4577897
263,5,"(188, 119)",True,d_G,2.512117,0,inverse,0.4046247
264,5,"(125, 188)",True,d_G,3.6875145,0,inverse,0.4807095
265,5,"(131, 188)",True,d_G,4.20735,0,inverse,0.4921587
266,5,"(188, 167)",True,d_G,4.2926397,0,inverse,0.47985393
267,5,"(188, 187)",True,d_G,3.6789052,0,inverse,0.49084273
268,5,"(198, 11)",False,d_G,3.485481,0,inverse,0.53786534
269,5,"(198, 189)",False,d_G,3.9120276,0,inverse,0.51401585
270,5,"(221, 198)",True,d_G,4.156852,0,inverse,0.49864715
271,5,"(27, 4)",False,d_G,2.692262,0,inverse,0.52714777
272,5,"(54, 4)",True,d_G,4.6237507,0,inverse,0.49698475
273,5,"(84, 4)",True,d_G,3.6707587,0,inverse,0.4947244
274,5,"(4, 205)",False,d_G,3.3892913,0,inverse,0.51924133
275,5,"(54, 28)",True,d_G,4.8124566,0,inverse,0.4694563
276,5,"(54, 32)",False,d_G,3.6576104,0,inverse,0.5031671
277,5,"(54, 30)",True,d_G,4.1043296,0,inverse,0.4958931
278,5,"(58, 54)",False,d_G,5.014915,0,inverse,0.513006
279,5,"(54, 59)",True,d_G,4.800061,0,inverse,0.4941327
280,5,"(54, 61)",True,d_G,5.097426,0,inverse,0.47512877
281,5,"(95, 54)",True,d_G,4.51682,0,inverse,0.49686882
282,5,"(54, 100)",True,d_G,3.6241822,0,inverse,0.47110403
283,5,"(54, 147)",False,d_G,4.1654773,0,inverse,0.5287671
284,5,"(157, 54)",False,d_G,4.231183,0,inverse,0.5054368
285,5,"(204, 54)",True,d_G,3.9620707,0,inverse,0.49299216
286,5,"(209, 54)",False,d_G,3.0777192,0,inverse,0.54866564
287,5,"(272, 54)",False,d_G,4.747681,0,inverse,0.5204005
288,5,"(22, 61)",True,d_G,4.294712,0,inverse,0.48236778
289,5,"(61, 31)",True,d_G,3.5388403,0,inverse,0.47783133
290,5,"(61, 79)",True,d_G,4.1993685,0,inverse,0.44339678
291,5,"(85, 61)",False,d_G,3.5968683,0,inverse,0.51812726
292,5,"(61, 88)",True,d_G,4.4429903,0,inverse,0.480391
293,5,"(61, 89)",True,d_G,4.5754843,0,inverse,0.45233774
294,5,"(61, 109)",True,d_G,5.0977635,0,inverse,0.49561015
295,5,"(61, 241)",False,d_G,3.5305154,0,inverse,0.5298393
296,5,"(243, 61)",False,d_G,3.4618049,0,inverse,0.53042895
297,5,"(69, 138)",True,d_G,3.9606197,0,inverse,0.48467132
298,5,"(69, 155)",True,d_G,3.771761,0,inverse,0.44153792
299,5,"(82, 72)",False,d_G,2.6185539,0,inverse,0.54105836
300,5,"(151, 82)",False,d_G,2.309552,0,inverse,0.64924735
301,5,"(131, 84)",False,d_G,3.5129085,0,inverse,0.5553061
302,5,"(84, 232)",False,d_G,2.4984813,0,inverse,0.583705
303,5,"(251, 113)",False,d_G,3.5963092,0,inverse,0.5085518
304,5,"(205, 55)",True,d_G,4.246741,0,inverse,0.48995522
305,5,"(219, 205)",True,d_G,3.538064,0,inverse,0.44004357
306,5,"(5, 21)",True,d_G,3.4682212,0,inverse,0.4591918
307,5,"(5, 52)",True,d_G,3.618718,0,inverse,0.47894138
308,5,"(166, 5)",True,d_G,3.5824912,0,inverse,0.40076
309,5,"(19, 21)",False,d_G,3.4920535,0,inverse,0.5122666
310,5,"(21, 75)",True,d_G,4.876161,0,inverse,0.40196663
311,5,"(21, 182)",True,d_G,4.454369,0,inverse,0.4680939
312,5,"(168, 52)",True,d_G,4.427437,0,inverse,0.44571805
313,5,"(233, 52)",True,d_G,3.5780404,0,inverse,0.49008396
314,5,"(75, 166)",True,d_G,4.113414,0,inverse,0.44753024
315,5,"(77, 166)",True,d_G,3.8706894,0,inverse,0.47202995
316,5,"(80, 166)",True,d_G,3.8339753,0,inverse,0.49554867
317,5,"(166, 109)",False,d_G,3.988566,0,inverse,0.5279056
318,5,"(168, 166)",False,d_G,4.455789,0,inverse,0.50438154
319,5,"(186, 166)",True,d_G,3.6154397,0,inverse,0.46544582
320,5,"(166, 190)",False,d_G,4.337433,0,inverse,0.50045526
321,5,"(166, 191)",True,d_G,4.3626747,0,inverse,0.4762537
322,5,"(233, 166)",False,d_G,3.948107,0,inverse,0.50825965
323,5,"(6, 76)",True,d_G,3.489394,0,inverse,0.39515126
324,5,"(169, 22)",True,d_G,4.2988024,0,inverse,0.47227934
325,5,"(22, 179)",False,d_G,3.7249937,0,inverse,0.5143455
326,5,"(22, 182)",False,d_G,4.139655,0,inverse,0.50341016
327,5,"(40, 14)",False,d_G,3.7045777,0,inverse,0.5219715
328,5,"(40, 47)",True,d_G,2.9842982,0,inverse,0.47687307
329,5,"(40, 167)",False,d_G,3.552373,0,inverse,0.5272441
330,5,"(28, 167)",True,d_G,4.264799,0,inverse,0.45395005
331,5,"(53, 167)",True,d_G,4.1497245,0,inverse,0.47537675
332,5,"(79, 167)",True,d_G,3.931808,0,inverse,0.4975463
333,5,"(109, 167)",True,d_G,4.5901284,0,inverse,0.48466676
334,5,"(167, 185)",True,d_G,4.619274,0,inverse,0.447388
335,5,"(187, 167)",False,d_G,4.26055,0,inverse,0.50523216
336,5,"(191, 167)",True,d_G,4.2697277,0,inverse,0.46230587
337,5,"(167, 223)",False,d_G,3.7835577,0,inverse,0.5144767
338,5,"(234, 53)",False,d_G,3.2822268,0,inverse,0.5098539
339,5,"(23, 7)",False,d_G,2.6251554,0,inverse,0.5318831
340,5,"(41, 14)",False,d_G,3.6089983,0,inverse,0.52342767
341,5,"(41, 19)",False,d_G,2.8728158,0,inverse,0.5656599
342,5,"(41, 20)",False,d_G,2.4689639,0,inverse,0.6017439
343,5,"(41, 46)",True,d_G,3.2120242,0,inverse,0.48410514
344,5,"(8, 12)",True,d_G,3.1518438,0,inverse,0.48567325
345,5,"(68, 8)",False,d_G,3.042863,0,inverse,0.5342106
346,5,"(12, 14)",True,d_G,4.1765895,0,inverse,0.49570772
347,5,"(12, 45)",True,d_G,3.9084117,0,inverse,0.49095193
348,5,"(51, 12)",True,d_G,3.0226948,0,inverse,0.4729142
349,5,"(78, 12)",True,d_G,3.1278625,0,inverse,0.4768179
350,5,"(161, 12)",False,d_G,3.5717556,0,inverse,0.50173116
351,5,"(47, 45)",True,d_G,3.1898463,0,inverse,0.4788635
352,5,"(55, 45)",False,d_G,4.3225102,0,inverse,0.53458494
353,5,"(58, 88)",True,d_G,4.623992,0,inverse,0.4836155
354,5,"(58, 89)",True,d_G,4.5248,0,inverse,0.47225925
355,5,"(58, 243)",False,d_G,3.616853,0,inverse,0.5136214
356,5,"(68, 59)",False,d_G,3.8475192,0,inverse,0.5362161
357,5,"(68, 156)",False,d_G,2.481142,0,inverse,0.5876955
358,5,"(24, 151)",True,d_G,4.2937436,0,inverse,0.49315986
359,5,"(29, 151)",True,d_G,4.3243423,0,inverse,0.47779927
360,5,"(151, 99)",True,d_G,3.7786179,0,inverse,0.46434245
361,5,"(102, 151)",True,d_G,3.063531,0,inverse,0.49274978
362,5,"(91, 151)",True,d_G,4.012238,0,inverse,0.49915576
363,5,"(151, 154)",False,d_G,2.901829,0,inverse,0.5050518
364,5,"(172, 151)",False,d_G,4.718188,0,inverse,0.5019277
365,5,"(151, 255)",True,d_G,3.9931834,0,inverse,0.49168763
366,5,"(256, 151)",False,d_G,3.956002,0,inverse,0.51851296
367,5,"(19, 77)",True,d_G,3.4388952,0,inverse,0.43762666
368,5,"(10, 20)",False,d_G,3.1587157,0,inverse,0.5251189
369,5,"(43, 20)",False,d_G,2.74776,0,inverse,0.529595
370,5,"(20, 78)",False,d_G,2.8632438,0,inverse,0.5248351
371,5,"(74, 53)",False,d_G,3.1814265,0,inverse,0.5001935
372,5,"(15, 160)",False,d_G,2.9971552,0,inverse,0.54155266
373,5,"(221, 15)",True,d_G,3.2500532,0,inverse,0.48640797
374,5,"(46, 77)",True,d_G,3.2603574,0,inverse,0.402088
375,5,"(77, 78)",True,d_G,3.219328,0,inverse,0.44541326
376,5,"(62, 114)",False,d_G,3.641669,0,inverse,0.5478194
377,5,"(146, 114)",False,d_G,3.1552076,0,inverse,0.5004398
378,5,"(114, 266)",False,d_G,3.495203,0,inverse,0.5534055
379,5,"(160, 65)",False,d_G,3.7704165,0,inverse,0.5149332
380,5,"(70, 160)",True,d_G,4.010085,0,inverse,0.49701035
381,5,"(14, 203)",False,d_G,4.2400846,0,inverse,0.50512064
382,5,"(223, 14)",False,d_G,3.6622794,0,inverse,0.50225663
383,5,"(78, 46)",True,d_G,2.377937,0,inverse,0.49589244
384,5,"(49, 161)",False,d_G,2.5465865,0,inverse,0.5710229
385,5,"(55, 169)",True,d_G,4.8448086,0,inverse,0.4629325
386,5,"(169, 60)",True,d_G,4.4007826,0,inverse,0.44663334
387,5,"(79, 169)",True,d_G,3.883218,0,inverse,0.45448774
388,5,"(131, 169)",True,d_G,4.3765945,0,inverse,0.47733322
389,5,"(189, 179)",False,d_G,3.429611,0,inverse,0.55451167
390,5,"(179, 202)",False,d_G,3.9748867,0,inverse,0.50253916
