,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
22,0.02,0.7239871950667551,0.7113359966116151,"(17, 16)",1,0,False,0.4955929094825164,0.49683724257012357
23,0.02,0.5450170033307598,0.5640181753770125,"(18, 17)",1,1,True,0.5085665326091787,0.5047501500944439
24,0.02,0.6249644174989308,0.6134064478228479,"(20, 21)",1,0,False,0.49533339728842873,0.4971105397470204
25,0.02,0.6674038816851808,0.6679477471825962,"(20, 54)",0,1,False,0.500203641305278,0.5001359663710023
26,0.02,0.6440293319258859,0.6327151823179638,"(22, 21)",1,0,False,0.4955691410921696,0.4971714927710516
27,0.02,0.6193813892665134,0.6603214864441093,"(22, 23)",1,1,True,0.5159959385708427,0.5102335949641502
28,0.02,0.5604780285651487,0.5659213755781272,"(24, 23)",1,1,True,0.5024162597178923,0.5013608333931188
29,0.02,0.6471177134238367,0.7116047544079838,"(23, 50)",0,1,False,0.523730762724139,0.5161161756013758
30,0.02,0.6108037641255013,0.6193624746264089,"(54, 25)",0,1,False,0.5034786804544363,0.5021396645641019
31,0.02,0.669030587156624,0.6553182696359532,"(25, 78)",0,0,True,0.4948229964293998,0.4965719743332987
32,0.02,0.5772424055477379,0.6457155801829141,"(26, 27)",1,1,True,0.5279949006564879,0.517111608425305
33,0.02,0.5529082628073724,0.590057514578485,"(27, 28)",1,1,True,0.5162512528835635,0.5092862449973907
34,0.02,0.6089773754999909,0.5830741754205891,"(29, 28)",1,0,False,0.48913503360681104,0.4935245620479335
35,0.02,0.6549188650809302,0.6605605972083146,"(29, 30)",1,1,True,0.5021443634390029,0.5014104292907854
36,0.02,0.6245601948729539,0.6241083959372264,"(30, 31)",1,0,False,0.4998190877311031,0.49988705026798946
37,0.02,0.6661359593846231,0.6299955738645074,"(32, 31)",1,0,False,0.4860583649911212,0.49096588690716947
38,0.02,0.7030775056107689,0.7166519788837127,"(42, 32)",0,1,False,0.5047806548434743,0.5033935662083983
39,0.02,0.5467181002397664,0.5820395660897805,"(33, 34)",1,1,True,0.5156461687497862,0.508829448508883
40,0.02,0.5997335357007505,0.5827754898382684,"(33, 46)",0,0,True,0.4928296336449728,0.49576059012969653
41,0.02,0.7247346301639784,0.7853953993809512,"(34, 35)",1,1,True,0.5200846178905708,0.5151605436984025
42,0.02,0.5427476017792102,0.5640975552571369,"(36, 35)",1,1,True,0.5096445077896409,0.5053372856339986
43,0.02,0.5876206775201801,0.6638202980190442,"(36, 94)",0,1,False,0.5304447520851038,0.5190406928878771
44,0.02,0.6434179604699685,0.6369844354185981,"(37, 38)",1,0,False,0.497487694074914,0.4983916242847422
45,0.02,0.5344198071372984,0.5392779267615765,"(38, 39)",1,1,True,0.5022623311342183,0.5012145275173655
46,0.02,0.6690148071326724,0.6784985568648949,"(40, 39)",1,1,True,0.5035189816982919,0.5023709196627412
47,0.02,0.7107516076302068,0.671532513446602,"(40, 41)",1,0,False,0.4858136639256722,0.4901964830181878
48,0.02,0.7317679977824462,0.7311188797434125,"(42, 41)",1,0,False,0.4997781379924155,0.49983772049593966
49,0.02,0.6087094148132042,0.6107770517823513,"(43, 42)",1,1,True,0.500847749042644,0.5005169090581327
50,0.02,0.6951149866589181,0.6680662952064893,"(45, 44)",1,0,False,0.4900788355106319,0.49323823939173844
51,0.02,0.7151496490178229,0.7330171774228553,"(45, 89)",0,1,False,0.5061690159168152,0.5044667632679077
52,0.02,0.6341027007088816,0.5882693488185758,"(47, 48)",1,0,False,0.4812522906147829,0.48854366748000766
53,0.02,0.6555543298951904,0.6205782758120832,"(49, 48)",1,0,False,0.4862960738066393,0.4912568777672513
54,0.02,0.6758272883027808,0.6845764400953446,"(49, 50)",1,1,True,0.5032156453301057,0.5021872739956004
55,0.02,0.6039420817053955,0.5811686814305189,"(52, 51)",1,0,False,0.4903918684298268,0.4943068959793029
56,0.02,0.7068561709427407,0.6921910182683556,"(60, 51)",0,0,True,0.4947588784754807,0.496333777538033
57,0.02,0.5798487029914291,0.5703249364670723,"(53, 52)",1,0,False,0.49585985706956365,0.4976190763651205
58,0.02,0.6139637963289939,0.6712865174616173,"(54, 53)",1,1,True,0.5223002167428229,0.5143267574803516
59,0.02,0.45694542061634236,0.45500223011887153,"(56, 55)",1,0,False,0.49893459317763245,0.4995142025284961
60,0.02,0.5652504615610173,0.5771215171042646,"(57, 58)",1,1,True,0.505195792511086,0.5029677290343777
61,0.02,0.6319690113732467,0.6234630975792917,"(58, 59)",1,0,False,0.49661235612292415,0.4978735343724124
62,0.02,0.5865271035819739,0.586407453206835,"(59, 60)",1,0,False,0.4999489952894446,0.499970087406251
63,0.02,0.5122758592729617,0.5073608465458146,"(61, 62)",1,0,False,0.4975898216006257,0.49877124929182565
64,0.02,0.5843284477882441,0.5814476733469007,"(63, 62)",1,0,False,0.49876443924819014,0.4992798068877293
65,0.02,0.6182524353629713,0.6252067652851071,"(64, 63)",1,1,True,0.5027963643352799,0.5017385754736886
66,0.02,0.6341036468943686,0.6415440452938252,"(64, 65)",1,1,True,0.5029163218202879,0.5018600910187253
67,0.02,0.49231897518324197,0.5275658214227148,"(66, 65)",1,1,True,0.5172798174640753,0.5088107994112516
68,0.02,0.6063304649343115,0.6312458859220781,"(67, 66)",1,1,True,0.5100662157007627,0.506228533038813
69,0.02,0.7084373598060646,0.7465065169500809,"(67, 68)",1,1,True,0.5130826892199076,0.5095161400330958
70,0.02,0.6766840482961642,0.6675272504354018,"(95, 68)",0,0,True,0.49659398865736243,0.49771081652987414
71,0.02,0.6885842307467305,0.6990160806998911,"(70, 69)",1,1,True,0.5037589534490249,0.5026079388379152
72,0.02,0.7052094883624931,0.575657698618881,"(71, 70)",1,0,False,0.4494280940833033,0.46765727570622606
73,0.02,0.5830063308280514,0.5647943723722133,"(72, 71)",1,0,False,0.49206658507654677,0.49544713622476605
74,0.02,0.7583212041334387,0.6951261168798009,"(72, 73)",1,0,False,0.4782602759866168,0.4842064839439952
75,0.02,0.6821421274503473,0.8079515354000975,"(72, 83)",0,1,False,0.5422152684379201,0.5314109318750301
76,0.02,0.5158957577192043,0.6095061642347097,"(74, 73)",1,1,True,0.5415897665933339,0.523385527020218
77,0.02,0.5531430205076918,0.6703952236214926,"(75, 74)",1,1,True,0.5479152178840357,0.5292795137062454
78,0.02,0.7270924176972201,0.6390492899003422,"(75, 76)",1,0,False,0.46777672209726073,0.478003425255455
79,0.02,0.6220912983089695,0.6629868779960795,"(76, 77)",1,1,True,0.5159117088910092,0.510222470248622
80,0.02,0.5367680759547205,0.5804490975911732,"(77, 78)",1,1,True,0.5195490289044766,0.5109185193909368
81,0.02,0.665436931219892,0.6573485630586545,"(80, 79)",1,0,False,0.49694267581697027,0.49797791898367666
82,0.02,0.700231726488553,0.7369422613781182,"(80, 81)",1,1,True,0.5127717782257033,0.5091766031645416
83,0.02,0.6106700951391082,0.6655843664704302,"(81, 82)",1,1,True,0.5215138410807463,0.5137251189098687
84,0.02,0.5635329270186225,0.7068273123941431,"(82, 83)",1,1,True,0.5563991145699584,0.5357624239506482
85,0.02,0.3872112480051008,0.36563659109273644,"(84, 85)",1,0,False,0.4856713031558821,0.4946065449760335
86,0.02,0.6971136988165535,0.6666736803612422,"(86, 85)",1,0,False,0.48883989582244736,0.4923905829475726
87,0.02,0.6538296156330365,0.6673628097029795,"(87, 86)",1,1,True,0.505121583279779,0.5033832468815873
88,0.02,0.6987540185864994,0.7059453960806877,"(88, 89)",1,1,True,0.5025597567063457,0.5017978366254906
89,0.02,0.7317547551672855,0.7307306339614065,"(90, 89)",1,0,False,0.4996498695940856,0.4997439697209078
90,0.02,0.6262420210522924,0.6119216228379365,"(90, 91)",1,0,False,0.4942170817706446,0.49641996162720947
91,0.02,0.6165785241469542,0.640432194543124,"(91, 92)",1,1,True,0.5094882525826937,0.5059631348509431
92,0.02,0.5801508980582762,0.581891889540834,"(92, 93)",1,1,True,0.5007491081658684,0.5004352477607014
93,0.02,0.6377774836774566,0.674792903936831,"(93, 94)",1,1,True,0.514100356296569,0.5092527986188122
94,0.02,0.6578799396464591,0.6210476391511192,"(95, 94)",1,0,False,0.4856003181470334,0.49079296572194303
95,0.02,0.6052662036054903,0.599059645015554,"(97, 96)",1,0,False,0.49742322287732893,0.49844836533343706
96,0.02,0.5346566056917321,0.5517792059624136,"(97, 98)",1,1,True,0.5078801711463339,0.5042805454860939
97,0.02,0.5645682875847878,0.5352938518736565,"(98, 99)",1,0,False,0.4866917704224523,0.4926819136935616
98,0.02,0.6983478550740104,0.708614081255516,"(40, 25)",0,1,False,0.5036483667100078,0.5025665340036761
99,0.02,0.6997912487907969,0.7280713167247838,"(34, 40)",0,1,False,0.5099029376555493,0.5070695458267916
100,0.02,0.5546253233866658,0.5811930342037189,"(55, 40)",0,1,False,0.5116954047447411,0.5066415370518462
101,0.02,0.6058892547585886,0.6374032984803883,"(80, 25)",0,1,False,0.512673623613244,0.5078778589598183
102,0.02,0.7167683020722053,0.6728126391820983,"(22, 80)",0,0,True,0.4841838421983427,0.4890128532429726
103,0.02,0.6030474952341532,0.7156072808151706,"(35, 27)",0,1,False,0.5426797777649754,0.5281102735868586
104,0.02,0.6896417671228818,0.7057004855494305,"(35, 23)",0,1,False,0.5057544012573953,0.5040145933325818
105,0.02,0.6899797625145242,0.7103051581932983,"(54, 35)",0,1,False,0.5072575928577806,0.5050811739922908
106,0.02,0.7080654346718414,0.6793240760371801,"(35, 75)",0,0,True,0.48964192881205615,0.49281515493069566
107,0.02,0.6289419222191942,0.6753455580786608,"(23, 51)",0,1,False,0.5177888834173543,0.5115988277290712
108,0.02,0.6965429897617554,0.6737438767354356,"(78, 87)",0,0,True,0.49168089777996615,0.49430046862577043
109,0.02,0.6290658786323383,0.6242845376943048,"(84, 87)",0,0,True,0.4980925761559777,0.49880466704272164
110,0.02,0.7071010419307514,0.6643833654493548,"(37, 78)",0,0,True,0.48442648117195936,0.4893222045669254
111,0.02,0.5742706763310996,0.5752642461567908,"(88, 37)",0,1,False,0.5004321616534889,0.5002483924359887
112,0.02,0.6680887299344607,0.6294875972329607,"(88, 1)",0,0,True,0.48512567935569334,0.490350914927752
113,0.02,0.6037963208714044,0.596002311303034,"(57, 1)",0,0,True,0.49675195096937014,0.49805150747158633
114,0.02,0.620776077489027,0.6448447817214631,"(57, 4)",0,1,False,0.5095086550040944,0.5060168855944961
115,0.02,0.6997552747259449,0.7051316600056675,"(67, 4)",0,1,False,0.5019134583527,0.5013440930822899
116,0.02,0.6436329850166593,0.679117024382383,"(67, 42)",0,1,False,0.5134129801979154,0.5088700791553034
117,0.02,0.7600527573736896,0.76046175345827,"(73, 42)",0,1,False,0.5001344926607628,0.5001022490197198
118,0.02,0.6802620071996566,0.6232501533084587,"(90, 73)",0,0,True,0.478131445329603,0.48575089586786535
119,0.02,0.6188523383042518,0.6366156450090079,"(33, 90)",0,1,False,0.5070743766232404,0.5044407099101622
120,0.02,0.7203363868198531,0.7271963651075238,"(54, 33)",0,1,False,0.5023695416488977,0.501714987846412
121,0.02,0.5988529069810274,0.6295208454689318,"(15, 93)",0,1,False,0.5124831462845645,0.507666383764224
122,0.02,0.7167089446768841,0.7164267730255194,"(93, 6)",0,0,True,0.49990155445577167,0.49992945708762687
123,0.02,0.6548852594702604,0.6960351834953602,"(53, 15)",0,1,False,0.515230328417699,0.5102860295888177
124,0.02,0.6176296394311525,0.6269581885716451,"(69, 53)",0,1,False,0.5037476459798993,0.5023321203730327
125,0.02,0.4895261360780008,0.4672392172467635,"(84, 69)",0,0,True,0.4883529860514962,0.49442850090704926
126,0.02,0.5739154542676338,0.5433501254886294,"(85, 69)",0,0,True,0.48632136828842776,0.49235926265242763
127,0.02,0.8115853217107113,0.8286363072564749,"(6, 56)",0,1,False,0.5051977687785096,0.5042626431115856
128,0.02,0.7050706909020109,0.6757002265350462,"(16, 56)",0,0,True,0.48936446879201323,0.49265791168924483
129,0.02,0.5404998222929971,0.5544949395180016,"(20, 98)",0,1,False,0.5063904950567335,0.5034987222004961
130,0.02,0.6491454103784026,0.6075306149044528,"(86, 20)",0,0,True,0.48344251237522295,0.489597802291058
131,0.02,0.6736788464895646,0.6471813050615196,"(86, 38)",0,0,True,0.4899695886059819,0.4933760022083996
132,0.02,0.650967793963059,0.6432181436128338,"(0, 39)",0,0,True,0.4970059749046799,0.49806259710866413
133,0.02,0.5640692726394904,0.6125029257621926,"(9, 19)",0,1,False,0.5205825248924362,0.5121060468238882
134,0.02,0.6078332570247276,0.652255880936561,"(83, 5)",0,1,False,0.5176267783657373,0.5111038300413695
135,0.02,0.5995323756763322,0.49874796358521584,"(43, 83)",0,0,True,0.4541171736904255,0.4748252027827005
136,0.02,0.6438378692342372,0.6262580039424679,"(17, 5)",0,0,True,0.4930793156394566,0.49560514686286417
137,0.02,0.6329101784398872,0.6299771296834764,"(32, 17)",0,0,True,0.49883875277804113,0.499266738336571
138,0.02,0.6921818372475388,0.7140023109942439,"(3, 32)",0,1,False,0.5077587539917828,0.5054549020001221
139,0.02,0.6709897425448663,0.6055055110569871,"(91, 79)",0,0,True,0.47434999021613905,0.48363478979693963
140,0.02,0.5917501878317644,0.6275460669696581,"(79, 12)",0,1,False,0.5146789096566705,0.5089480143471178
141,0.02,0.5424069895776225,0.6642399155137363,"(36, 22)",0,1,False,0.5504840833809993,0.530420612363324
142,0.02,0.8081000382140922,0.705163411956435,"(9, 22)",0,0,True,0.4659885308648479,0.4742885425349695
143,0.02,0.6515496236833483,0.7302102431779329,"(82, 9)",0,1,False,0.5284639253828037,0.5196550213096282
144,0.02,0.6404242706017386,0.5746397153037403,"(44, 82)",0,0,True,0.4729295921609532,0.4835597896463433
145,0.02,0.6758535494996603,0.6107957907397586,"(7, 44)",0,0,True,0.47471814707968696,0.48374129450267894
146,0.02,0.7252963880849915,0.6982291244302562,"(64, 7)",0,0,True,0.49049287722040547,0.49323359719089216
147,0.02,0.5654080381697543,0.5651495628205718,"(46, 62)",0,0,True,0.499885686784576,0.49993538116306413
148,0.02,0.6133068748863518,0.6295951091487906,"(46, 29)",0,1,False,0.5065525015132561,0.5040719685393388
149,0.02,0.6320743088153176,0.6518895740895261,"(85, 29)",0,1,False,0.507716441847795,0.5049536542340906
150,0.02,0.6045216338675545,0.6380509349040032,"(2, 70)",0,1,False,0.513491888473603,0.5083815400534157
151,0.02,0.6878120743426158,0.6473575172826961,"(6, 77)",0,0,True,0.48485040502956855,0.4898877398168753
152,0.02,0.6222054884165475,0.522160216798037,"(75, 65)",0,0,True,0.45628789330079117,0.47500952287687154
153,0.02,0.5623145201295758,0.6352133499535901,"(71, 95)",0,1,False,0.5304372163876869,0.5182166408712338
154,0.02,0.7057811633730307,0.6009019476557889,"(21, 95)",0,0,True,0.45986815210511717,0.47380420371874576
155,0.02,0.6250707900515112,0.6557423112557315,"(21, 70)",0,1,False,0.511973457006692,0.5076672792327098
156,0.02,0.6560070800524775,0.6265831978623504,"(59, 89)",0,0,True,0.4885295083329483,0.492644560118249
157,0.02,0.6494238685982027,0.6457333275112617,"(63, 89)",0,0,True,0.4985752536070421,0.49907736577546163
158,0.02,0.5996164656140147,0.5952139707291966,"(41, 63)",0,0,True,0.49815769051787295,0.4988993780564792
159,0.02,0.6218459639187881,0.5915566921167166,"(61, 41)",0,0,True,0.48751887032247226,0.4924282609253136
160,0.02,0.5713002728652784,0.5668467563223825,"(68, 61)",0,0,True,0.49804352318782813,0.49888662270448486
161,0.02,0.7351686476924,0.7094145867557756,"(28, 68)",0,0,True,0.49108598925888053,0.49356184061596253
162,0.02,0.7018294349312278,0.6648534926702356,"(28, 51)",0,0,True,0.4864723772009484,0.49075706750450554
163,0.02,0.7005824424672952,0.6916999571181156,"(51, 66)",0,0,True,0.4968100992471698,0.4977793932629061
164,0.02,0.7189678253467898,0.5901264428376034,"(11, 72)",0,0,True,0.45078987600798265,0.4678341384483053
165,0.02,0.6820864375836782,0.6886975901437373,"(11, 48)",0,1,False,0.5024114493699711,0.5016527821201269
166,0.02,0.7396555421883774,0.6978453190163305,"(48, 60)",0,0,True,0.48545732239179057,0.4895489666123603
167,0.02,0.7121942685912185,0.7166683605700354,"(60, 97)",0,1,False,0.5015656130573739,0.5011185211288719
168,0.02,0.7034729366466232,0.6798873578400656,"(94, 60)",0,0,True,0.4914752581447665,0.49410387862012795
169,0.02,0.6168568681517659,0.616512028967406,"(47, 97)",0,0,True,0.49986020436174233,0.4999137902047643
170,0.02,0.5693270217602208,0.5753937462523996,"(47, 14)",0,1,False,0.5026498708950268,0.501516676471256
171,0.02,0.7315900572034094,0.71980699810384,"(14, 58)",0,0,True,0.4959407871689959,0.49705426930725116
172,0.02,0.6279900734294642,0.635829788149084,"(31, 58)",0,1,False,0.5031015949970227,0.5019599186416812
173,0.02,0.6691106749785981,0.6546528903331352,"(31, 16)",0,0,True,0.49453913635927194,0.49638561679721643
174,0.02,0.5200214457497007,0.5215108117581965,"(24, 49)",0,1,False,0.5007149879409686,0.5003723414332963
175,0.02,0.6350982902835239,0.6453475134054666,"(30, 49)",0,1,False,0.5040022088761642,0.5025622833506009
176,0.02,0.5496288260883637,0.5827244942098098,"(30, 10)",0,1,False,0.5146136667452572,0.5082731618952666
177,0.02,0.6618961302358068,0.6888474424325718,"(10, 94)",0,1,False,0.5099764724934145,0.5067374202306543
178,0.02,0.5752969083422755,0.6349862357777176,"(45, 52)",0,1,False,0.5246592409906042,0.5149179029767943
179,0.02,0.6551839885488726,0.6430504327793745,"(76, 45)",0,0,True,0.49532690107034594,0.4969666482725069
180,0.02,0.6714878427209677,0.667925525798617,"(8, 76)",0,0,True,0.49867019509955757,0.49910942171120615
181,0.02,0.5674951017315559,0.6003689436106369,"(18, 64)",0,1,False,0.5140743445310232,0.5082177204160995
182,0.02,0.7290800236228343,0.7025078882586177,"(64, 13)",0,0,True,0.49071934907256437,0.49335735700656214
183,0.02,0.6317541969272996,0.6082539758870796,"(13, 50)",0,0,True,0.4905241668742865,0.4941252151050391
184,0.02,0.5268112896518233,0.5441188577582334,"(96, 50)",0,1,False,0.5080806241883594,0.5043267840191056
185,0.02,0.5442539542787159,0.5456670391570667,"(99, 96)",0,1,False,0.5006482510598756,0.5003532711608031
186,0.02,0.6571961341609576,0.5786138502105587,"(99, 3)",0,0,True,0.46820616237763985,0.4803645323439381
187,0.02,0.753298435812754,0.741493359703557,"(66, 3)",0,0,True,0.496051264080855,0.4970487652462503
188,0.02,0.681366983863265,0.689209133043338,"(92, 81)",0,1,False,0.5028608951678557,0.5019605272474402
189,0.02,0.5652271320206702,0.5919131052653178,"(81, 26)",0,1,False,0.5115310022004067,0.506671097418935
190,0.02,0.5374458945887601,0.5500556040956768,"(34, 26)",0,1,False,0.5057975595997665,0.5031523856064765
191,0.04,0.7567372457811002,0.7665601207413886,"(1, 0)",1,1,True,0.5032242145152239,0.5024556989944682
192,0.04,0.7011657942689842,0.6946428310670703,"(99, 0)",0,0,True,0.4976633748052877,0.4983692649817027
193,0.04,0.5002485918066788,0.5314425599282624,"(0, 19)",0,1,False,0.5151178810001066,0.5077978597228319
194,0.04,0.7341535549220003,0.7106239485703993,"(1, 2)",1,0,False,0.4918570138672827,0.4941178697926405
195,0.04,0.6120306221289946,0.6181669534971664,"(41, 2)",0,1,False,0.5024940430259947,0.5015340780282929
196,0.04,0.6186393972664551,0.6671842419674233,"(3, 87)",0,1,False,0.5188769451811805,0.5121338283851955
197,0.04,0.7909619672848415,0.7953475097029248,"(4, 5)",1,1,True,0.5013823098461251,0.5010963838472937
198,0.04,0.6308997326703817,0.5838400769294048,"(18, 4)",0,0,True,0.4806297384143187,0.4882372568098672
199,0.04,0.7659864313452955,0.7639228141884007,"(4, 56)",0,0,True,0.49932557530359417,0.49948409589385845
200,0.04,0.6860034362287107,0.7129775312983903,"(6, 5)",1,1,True,0.5096406226016641,0.5067431149138294
201,0.04,0.6983694557343175,0.7096252655186496,"(68, 5)",0,1,False,0.5039971065283241,0.5028139227373934
202,0.04,0.7358747012339223,0.7262283362705348,"(7, 6)",1,0,False,0.4967012020644414,0.49758842745933324
203,0.04,0.5012634417180719,0.5066327688824028,"(6, 24)",0,1,False,0.5026636309908994,0.5013423285661762
204,0.04,0.6368892581431741,0.6719294648598706,"(7, 8)",1,1,True,0.5133861955444441,0.5087591554781798
205,0.04,0.6594977608226763,0.6345027151881872,"(10, 9)",1,0,False,0.4903419488254194,0.493751563898396
206,0.04,0.7302632858030321,0.6664785985897835,"(11, 10)",1,0,False,0.4771666161350288,0.48405923239649756
207,0.04,0.6388930676663636,0.6267944497150004,"(12, 11)",1,0,False,0.49522053516953596,0.4969753824064948
208,0.04,0.6140563117685646,0.6284887065143979,"(13, 12)",1,1,True,0.5058075943058293,0.5036080360589817
209,0.04,0.6691620170931823,0.6691119509096244,"(13, 14)",1,0,False,0.49998129449396944,0.4999874834541131
210,0.04,0.6761473604452447,0.6639642730338974,"(14, 15)",1,0,False,0.4954544505446468,0.4969542658196593
211,0.04,0.6385376208107645,0.6245695071597354,"(15, 16)",1,0,False,0.494470732789913,0.49650802836308283
212,0.04,0.6116805782734351,0.7214420751777444,"(17, 16)",1,1,True,0.5411670661435988,0.5274128581862946
213,0.04,0.487790475159583,0.5540683945988046,"(18, 17)",1,1,True,0.5318075323650082,0.5165634170404179
214,0.04,0.6630128544515632,0.6178986958509235,"(20, 21)",1,0,False,0.4823898228609204,0.4887233728829675
215,0.04,0.7244429270174441,0.6873396026152918,"(20, 54)",0,0,True,0.4868594051763042,0.49072523288922587
216,0.04,0.635152173911045,0.6428997577557066,"(22, 21)",1,1,True,0.5030310129239263,0.5019368862726996
217,0.04,0.6815804259454069,0.7304600265834175,"(22, 23)",1,1,True,0.5173081445897928,0.512217467742896
218,0.04,0.6068924888111005,0.5758677079587483,"(24, 23)",1,0,False,0.48688458533814305,0.4922444268624584
219,0.04,0.7134725134380357,0.7426559189721781,"(23, 50)",0,1,False,0.5100208899450708,0.5072953336221151
220,0.04,0.627056832007441,0.6327085661255843,"(54, 25)",0,1,False,0.5022431692942667,0.5014129297685427
221,0.04,0.6535189156221037,0.6317567068204908,"(25, 78)",0,0,True,0.49153403035830745,0.49455966250704675
222,0.04,0.5978433856826818,0.6606647936627806,"(26, 27)",1,1,True,0.52495868084575,0.5157001888966616
223,0.04,0.513304449687142,0.6436143782046971,"(27, 28)",1,1,True,0.5563176626466563,0.5325314612978963
224,0.04,0.5969738832089616,0.5789463832767902,"(29, 28)",1,0,False,0.4923347269173076,0.4954932470707154
225,0.04,0.6729322717171782,0.6184183205714773,"(29, 30)",1,0,False,0.4788926603390153,0.48637488627280173
226,0.04,0.6825666069302211,0.610896880488914,"(30, 31)",1,0,False,0.47229541956985943,0.4820902339337318
227,0.04,0.47617654540134924,0.6580691629687047,"(32, 31)",1,1,True,0.5801821934282391,0.5453481948140542
228,0.04,0.5574346611902261,0.7096794342545694,"(42, 32)",0,1,False,0.5600754003177989,0.5379878465793418
229,0.04,0.5827788208706212,0.6328123991700159,"(33, 34)",1,1,True,0.5205799357031067,0.5125057858111137
230,0.04,0.5652322082832735,0.5839543710984748,"(33, 46)",0,1,False,0.5081458325180206,0.5046804039902401
231,0.04,0.7815111618489429,0.8179544741234984,"(34, 35)",1,1,True,0.5113923398711842,0.5091098198502494
232,0.04,0.5955822180614296,0.5899717411769935,"(36, 35)",1,0,False,0.4976338163097864,0.49859738445811913
233,0.04,0.674730958073044,0.6913700558593068,"(36, 94)",0,1,False,0.5060899954017187,0.5041596784764405
234,0.04,0.6284160637973815,0.6128246411266999,"(37, 38)",1,0,False,0.49371942017014536,0.4961022232920207
235,0.04,0.5462073010336038,0.5174997878987717,"(38, 39)",1,0,False,0.48650591246710345,0.49282361456053697
236,0.04,0.660166100117891,0.6563219193477424,"(40, 39)",1,0,False,0.49853998642095165,0.4990389559909663
237,0.04,0.678972253526172,0.6433836121616398,"(40, 41)",1,0,False,0.48654347052560576,0.4911037785991817
238,0.04,0.7422514320382446,0.7250463215449818,"(42, 41)",1,0,False,0.49413714413068277,0.49569882847739805
239,0.04,0.6759759594960163,0.634806881643297,"(43, 42)",1,0,False,0.4842959960412147,0.48970918398174157
240,0.04,0.6078879786538404,0.6420877135490599,"(44, 43)",1,1,True,0.5136801599857304,0.5085491004721434
241,0.04,0.712438304661974,0.7140608680768972,"(45, 44)",1,1,True,0.5005687221717092,0.5004056407647363
242,0.04,0.6768245494111123,0.7437739776424852,"(45, 89)",0,1,False,0.5235638102378685,0.5167311081407358
243,0.04,0.6736486724896088,0.6119268396133705,"(47, 48)",1,0,False,0.47599447395537575,0.48457443855188487
244,0.04,0.6666744123785328,0.6220477294102137,"(49, 48)",1,0,False,0.4826856847099805,0.4888451804696897
245,0.04,0.6701993122267615,0.6898569654201505,"(49, 50)",1,1,True,0.5072267793312933,0.5049142550508
246,0.04,0.6684666337645352,0.6412213381207874,"(60, 51)",0,0,True,0.48959855468301827,0.49318909739841604
247,0.04,0.5974196667222955,0.501945673648177,"(53, 52)",1,0,False,0.456577677334295,0.4761496158971527
248,0.04,0.6641222921508861,0.7203718007739092,"(54, 53)",1,1,True,0.520314102064601,0.5140586705399559
249,0.04,0.4281437496742711,0.428464851008715,"(56, 55)",1,1,True,0.5001874259341944,0.5000802753329212
