,walk_length,edge,correct,layer,distance,ground_truth,likelihood_metric,score
37,5,"(27, 187)",False,d_G,3.2625134,1,inverse,0.428735
38,5,"(315, 29)",False,d_G,1.7469418,1,inverse,0.47125134
39,5,"(30, 184)",False,d_G,1.7033231,1,inverse,0.38817996
40,5,"(187, 272)",False,d_G,2.423345,1,inverse,0.4229435
41,5,"(68, 67)",False,d_G,2.8665047,1,inverse,0.36913785
42,5,"(67, 252)",False,d_G,2.4811723,1,inverse,0.32486653
43,5,"(67, 320)",False,d_G,2.9222312,1,inverse,0.42972216
44,5,"(206, 68)",False,d_G,2.6694546,1,inverse,0.3902895
45,5,"(279, 278)",False,d_G,1.4271462,1,inverse,0.38231948
46,5,"(47, 49)",False,d_G,2.2179883,1,inverse,0.4591229
47,5,"(49, 174)",False,d_G,2.432112,1,inverse,0.38658
48,5,"(49, 292)",False,d_G,2.39954,1,inverse,0.36405966
49,5,"(315, 314)",False,d_G,1.7272952,1,inverse,0.38982692
50,5,"(32, 33)",False,d_G,1.4009593,1,inverse,0.19989951
51,5,"(358, 132)",False,d_G,1.6946603,1,inverse,0.33251405
52,5,"(69, 35)",False,d_G,2.751789,1,inverse,0.27584255
53,5,"(343, 180)",False,d_G,2.2051888,1,inverse,0.30443156
54,5,"(70, 69)",False,d_G,1.9450926,1,inverse,0.29090467
55,5,"(41, 40)",True,d_G,1.6634387,1,inverse,0.59397817
56,5,"(40, 170)",False,d_G,1.8321562,1,inverse,0.4969763
57,5,"(52, 41)",False,d_G,1.6209958,1,inverse,0.42400262
58,5,"(322, 170)",False,d_G,1.4941047,1,inverse,0.4021617
59,5,"(53, 52)",False,d_G,1.3320702,1,inverse,0.3594692
60,5,"(199, 198)",False,d_G,1.5002835,1,inverse,0.158251
61,5,"(45, 46)",True,d_G,1.4488677,1,inverse,0.561115
62,5,"(45, 161)",False,d_G,2.3425045,1,inverse,0.4277728
63,5,"(162, 45)",True,d_G,2.3304293,1,inverse,0.5026368
64,5,"(45, 196)",False,d_G,2.8685927,1,inverse,0.432523
65,5,"(261, 45)",True,d_G,1.719349,1,inverse,0.5781997
66,5,"(162, 48)",False,d_G,2.2006128,1,inverse,0.34859863
67,5,"(47, 48)",False,d_G,2.4862704,1,inverse,0.37825382
68,5,"(246, 338)",False,d_G,1.8694785,1,inverse,0.3936484
69,5,"(310, 278)",False,d_G,1.8042393,1,inverse,0.33412066
70,5,"(147, 148)",False,d_G,1.2168231,1,inverse,0.39157805
71,5,"(201, 54)",False,d_G,1.5636944,1,inverse,0.35456517
72,5,"(55, 99)",False,d_G,1.934153,1,inverse,0.35247576
73,5,"(79, 201)",False,d_G,1.3427078,1,inverse,0.4094693
74,5,"(102, 105)",False,d_G,1.7802052,1,inverse,0.39124188
75,5,"(59, 76)",False,d_G,2.276759,1,inverse,0.34240875
76,5,"(179, 60)",False,d_G,1.5588926,1,inverse,0.16857809
77,5,"(61, 109)",False,d_G,1.9687027,1,inverse,0.15017016
78,5,"(63, 62)",True,d_G,1.378444,1,inverse,0.55407804
79,5,"(336, 62)",True,d_G,1.8301952,1,inverse,0.5469136
80,5,"(213, 120)",False,d_G,2.1127515,1,inverse,0.13628271
81,5,"(213, 281)",False,d_G,2.4389858,1,inverse,0.28882188
82,5,"(121, 214)",False,d_G,2.877813,1,inverse,0.1906
83,5,"(349, 214)",False,d_G,1.8110853,1,inverse,0.49581313
84,5,"(339, 320)",False,d_G,2.4427626,1,inverse,0.30814362
85,5,"(320, 349)",False,d_G,2.4350634,1,inverse,0.3869794
86,5,"(205, 183)",False,d_G,2.1110926,1,inverse,0.29324988
87,5,"(205, 206)",False,d_G,2.023191,1,inverse,0.4946462
88,5,"(206, 281)",False,d_G,2.5302386,1,inverse,0.47061965
89,5,"(70, 176)",False,d_G,1.9179752,1,inverse,0.41122484
90,5,"(70, 277)",False,d_G,1.9701874,1,inverse,0.430201
91,5,"(293, 361)",False,d_G,1.6098044,1,inverse,0.37758708
92,5,"(91, 131)",False,d_G,1.5133423,1,inverse,0.37162355
93,5,"(130, 126)",False,d_G,1.5425098,1,inverse,0.16765256
94,5,"(319, 351)",False,d_G,1.6245089,1,inverse,0.14124209
95,5,"(265, 158)",False,d_G,1.7699966,1,inverse,0.33233038
96,5,"(88, 332)",False,d_G,1.8221083,1,inverse,0.316176
97,5,"(332, 340)",False,d_G,1.8394117,1,inverse,0.41205168
98,5,"(90, 91)",False,d_G,1.2732255,1,inverse,0.24072976
99,5,"(173, 90)",False,d_G,1.177791,1,inverse,0.34528914
100,5,"(115, 114)",False,d_G,1.2546251,1,inverse,0.22595772
101,5,"(135, 118)",False,d_G,2.4859505,1,inverse,0.32587487
102,5,"(135, 134)",False,d_G,2.2873836,1,inverse,0.38509977
103,5,"(245, 135)",False,d_G,2.2121482,1,inverse,0.49001423
104,5,"(120, 281)",False,d_G,1.990967,1,inverse,0.35171947
105,5,"(133, 132)",False,d_G,1.6041157,1,inverse,0.4058617
106,5,"(141, 140)",False,d_G,1.2187593,1,inverse,0.18790911
107,5,"(177, 148)",False,d_G,1.5938698,1,inverse,0.33546892
108,5,"(247, 177)",False,d_G,1.5559453,1,inverse,0.33555347
109,5,"(152, 357)",False,d_G,0.97503537,1,inverse,0.26921007
110,5,"(158, 157)",False,d_G,2.0809903,1,inverse,0.29918396
111,5,"(298, 272)",False,d_G,2.2305202,1,inverse,0.27922943
112,5,"(200, 273)",False,d_G,2.0118415,1,inverse,0.11576491
113,5,"(223, 163)",False,d_G,1.6793114,1,inverse,0.15468822
114,5,"(232, 166)",False,d_G,1.7258313,1,inverse,0.14871599
115,5,"(186, 168)",False,d_G,1.6687838,1,inverse,0.24525534
116,5,"(365, 186)",False,d_G,1.7844263,1,inverse,0.35831878
117,5,"(172, 316)",False,d_G,1.5324526,1,inverse,0.30301562
118,5,"(341, 368)",False,d_G,1.3755778,1,inverse,0.17831507
119,5,"(316, 195)",False,d_G,1.3898691,1,inverse,0.30014735
120,5,"(330, 287)",False,d_G,1.4735073,1,inverse,0.3500793
121,5,"(211, 212)",False,d_G,1.4222584,1,inverse,0.34682602
122,5,"(211, 303)",False,d_G,1.401561,1,inverse,0.29536587
123,5,"(303, 335)",False,d_G,1.580696,1,inverse,0.31408787
124,5,"(230, 231)",False,d_G,2.0658793,1,inverse,0.12472144
125,5,"(308, 302)",False,d_G,1.504493,1,inverse,0.21604988
126,5,"(236, 234)",False,d_G,1.9891083,1,inverse,0.309219
127,5,"(237, 234)",False,d_G,1.3525369,1,inverse,0.3992866
128,5,"(237, 235)",True,d_G,0.79836595,1,inverse,0.587761
129,5,"(238, 237)",False,d_G,1.6041101,1,inverse,0.4472087
130,5,"(242, 244)",False,d_G,0.9302314,1,inverse,0.28123793
131,5,"(268, 267)",False,d_G,1.323084,1,inverse,0.1846272
132,5,"(274, 275)",False,d_G,1.6505224,1,inverse,0.3162827
133,5,"(276, 274)",False,d_G,1.4377594,1,inverse,0.38132137
134,5,"(286, 283)",False,d_G,2.0165796,1,inverse,0.45165548
135,5,"(283, 287)",False,d_G,1.883875,1,inverse,0.41495425
136,5,"(340, 286)",True,d_G,1.1420496,1,inverse,0.5497941
137,5,"(2, 3)",False,d_G,1.5717669,0,inverse,0.54410255
138,5,"(260, 3)",False,d_G,1.6760616,0,inverse,0.5358073
139,5,"(3, 338)",False,d_G,1.9825422,0,inverse,0.5215143
140,5,"(87, 260)",False,d_G,0.89833707,0,inverse,0.61759174
141,5,"(10, 36)",False,d_G,1.5899767,0,inverse,0.52477616
142,5,"(337, 36)",False,d_G,1.1439289,0,inverse,0.5728335
143,5,"(18, 17)",False,d_G,1.0764475,0,inverse,0.54506993
144,5,"(318, 17)",True,d_G,1.7248213,0,inverse,0.47815782
145,5,"(194, 318)",True,d_G,1.7271996,0,inverse,0.49520054
146,5,"(40, 363)",False,d_G,1.5487247,0,inverse,0.52660894
147,5,"(57, 103)",True,d_G,2.20852,0,inverse,0.45717898
148,5,"(57, 333)",True,d_G,1.7798544,0,inverse,0.46968448
149,5,"(355, 103)",False,d_G,1.1471368,0,inverse,0.53578544
150,5,"(226, 62)",False,d_G,1.9179482,0,inverse,0.5195366
151,5,"(139, 226)",True,d_G,1.7972107,0,inverse,0.4673429
152,5,"(82, 83)",True,d_G,1.3739483,0,inverse,0.49519464
153,5,"(84, 82)",False,d_G,0.9851402,0,inverse,0.5938614
154,5,"(193, 83)",True,d_G,1.8891189,0,inverse,0.42153198
155,5,"(194, 193)",False,d_G,1.4113315,0,inverse,0.54097337
156,5,"(86, 85)",True,d_G,1.4474806,0,inverse,0.43012083
157,5,"(92, 93)",False,d_G,0.32560518,0,inverse,0.7821498
158,5,"(97, 96)",False,d_G,1.1782999,0,inverse,0.5095655
159,5,"(113, 111)",False,d_G,0.2565908,0,inverse,0.87944204
160,5,"(208, 207)",False,d_G,0.44499975,0,inverse,0.80901635
161,5,"(182, 100)",True,d_G,2.533219,0,inverse,0.25091305
162,5,"(182, 266)",True,d_G,1.7603543,0,inverse,0.22299127
163,5,"(327, 317)",False,d_G,0.3388323,0,inverse,0.7967389
164,5,"(220, 149)",False,d_G,0.5546807,0,inverse,0.72785
165,5,"(150, 217)",False,d_G,0.34456325,0,inverse,0.8071274
166,5,"(128, 153)",False,d_G,0.37610778,0,inverse,0.7554689
167,5,"(255, 129)",False,d_G,0.28809336,0,inverse,0.8346066
168,5,"(138, 139)",False,d_G,1.3939229,0,inverse,0.5009599
169,5,"(138, 209)",False,d_G,1.0492747,0,inverse,0.5859239
170,5,"(259, 266)",True,d_G,1.3800714,0,inverse,0.3648721
171,5,"(356, 194)",True,d_G,1.5080651,0,inverse,0.47250503
172,5,"(196, 254)",False,d_G,1.7109573,0,inverse,0.5027492
173,5,"(196, 261)",True,d_G,1.7779676,0,inverse,0.4553715
174,5,"(219, 218)",True,d_G,1.7359601,0,inverse,0.49080575
175,10,"(1, 106)",False,d_G,3.4865587,1,inverse,0.41056553
176,10,"(219, 1)",False,d_G,4.2448864,1,inverse,0.37271005
177,10,"(1, 321)",False,d_G,3.4737182,1,inverse,0.4677387
178,10,"(77, 76)",False,d_G,2.7176454,1,inverse,0.18387313
179,10,"(106, 105)",False,d_G,2.5021343,1,inverse,0.39566845
180,10,"(219, 282)",False,d_G,3.4150999,1,inverse,0.40473178
181,10,"(322, 321)",False,d_G,2.0897985,1,inverse,0.46490434
182,10,"(160, 4)",False,d_G,3.5518851,1,inverse,0.29726517
183,10,"(301, 4)",False,d_G,3.3710954,1,inverse,0.30667695
184,10,"(5, 6)",False,d_G,2.3331516,1,inverse,0.16974606
185,10,"(160, 300)",False,d_G,2.7173536,1,inverse,0.3724603
186,10,"(301, 72)",False,d_G,2.1891742,1,inverse,0.42916995
187,10,"(44, 221)",False,d_G,2.530907,1,inverse,0.47577497
188,10,"(328, 221)",False,d_G,3.2587533,1,inverse,0.28789255
189,10,"(34, 8)",False,d_G,4.3417997,1,inverse,0.33453026
190,10,"(58, 8)",False,d_G,4.180207,1,inverse,0.26836818
191,10,"(9, 295)",False,d_G,3.0875604,1,inverse,0.35896224
192,10,"(9, 10)",True,d_G,2.9953167,1,inverse,0.52181005
193,10,"(34, 39)",False,d_G,4.5433245,1,inverse,0.29153395
194,10,"(180, 34)",False,d_G,5.3703494,1,inverse,0.34850034
195,10,"(58, 59)",False,d_G,3.7772512,1,inverse,0.2827721
196,10,"(348, 10)",False,d_G,3.029098,1,inverse,0.45556056
197,10,"(13, 14)",False,d_G,2.2654757,1,inverse,0.36815044
198,10,"(300, 14)",True,d_G,1.9123017,1,inverse,0.5067579
199,10,"(342, 354)",False,d_G,2.5409493,1,inverse,0.12851344
200,10,"(15, 16)",False,d_G,2.3131318,1,inverse,0.2051395
201,10,"(20, 19)",False,d_G,3.28423,1,inverse,0.31827012
202,10,"(181, 19)",False,d_G,5.414691,1,inverse,0.36476645
203,10,"(181, 97)",False,d_G,5.607512,1,inverse,0.371358
204,10,"(184, 181)",False,d_G,5.8168063,1,inverse,0.3040773
205,10,"(245, 181)",False,d_G,5.352517,1,inverse,0.323901
206,10,"(21, 22)",False,d_G,2.3110995,1,inverse,0.33261353
207,10,"(22, 262)",True,d_G,1.8823096,1,inverse,0.5162434
208,10,"(168, 169)",False,d_G,2.265532,1,inverse,0.34675583
209,10,"(262, 99)",False,d_G,3.6676068,1,inverse,0.3267674
210,10,"(311, 312)",False,d_G,1.5164346,1,inverse,0.2896723
211,10,"(26, 191)",False,d_G,3.6184032,1,inverse,0.239691
212,10,"(192, 26)",False,d_G,3.2399976,1,inverse,0.33669564
213,10,"(95, 94)",False,d_G,2.72252,1,inverse,0.13371608
214,10,"(192, 336)",False,d_G,2.0383565,1,inverse,0.48684174
215,10,"(27, 350)",False,d_G,4.980026,1,inverse,0.25357133
216,10,"(67, 28)",False,d_G,4.911148,1,inverse,0.26809824
217,10,"(28, 279)",False,d_G,3.730521,1,inverse,0.29632178
218,10,"(29, 49)",False,d_G,5.046899,1,inverse,0.35503566
219,10,"(315, 29)",False,d_G,4.0312114,1,inverse,0.23766144
220,10,"(174, 175)",False,d_G,3.5039992,1,inverse,0.33646622
221,10,"(187, 188)",False,d_G,3.8181348,1,inverse,0.3027422
222,10,"(188, 350)",False,d_G,3.2398026,1,inverse,0.2179651
223,10,"(67, 252)",False,d_G,4.782501,1,inverse,0.2579848
224,10,"(68, 183)",False,d_G,4.6820893,1,inverse,0.3556959
225,10,"(206, 68)",False,d_G,4.5972753,1,inverse,0.2969777
226,10,"(213, 68)",False,d_G,4.47465,1,inverse,0.39702314
227,10,"(279, 278)",False,d_G,3.268964,1,inverse,0.30108455
228,10,"(47, 49)",False,d_G,4.4733944,1,inverse,0.3704585
229,10,"(49, 174)",False,d_G,4.779467,1,inverse,0.3460528
230,10,"(49, 313)",False,d_G,3.4277937,1,inverse,0.43889397
231,10,"(49, 314)",False,d_G,4.0186176,1,inverse,0.40807322
232,10,"(32, 33)",False,d_G,1.8621465,1,inverse,0.41049227
233,10,"(358, 33)",False,d_G,1.638656,1,inverse,0.29669964
234,10,"(358, 132)",False,d_G,1.9470731,1,inverse,0.37237623
235,10,"(119, 118)",False,d_G,3.508365,1,inverse,0.3042255
236,10,"(180, 121)",False,d_G,4.258262,1,inverse,0.41085568
237,10,"(176, 180)",False,d_G,5.248661,1,inverse,0.33241972
238,10,"(277, 180)",False,d_G,4.7767735,1,inverse,0.3428108
239,10,"(343, 180)",False,d_G,4.5690565,1,inverse,0.3418466
240,10,"(38, 37)",False,d_G,3.329453,1,inverse,0.11366976
241,10,"(41, 40)",False,d_G,2.3902373,1,inverse,0.48279503
242,10,"(40, 170)",True,d_G,2.5899136,1,inverse,0.50936306
243,10,"(322, 170)",False,d_G,2.1563556,1,inverse,0.4548098
244,10,"(53, 52)",False,d_G,1.7635115,1,inverse,0.14192471
245,10,"(43, 42)",False,d_G,1.758022,1,inverse,0.39793688
246,10,"(199, 42)",True,d_G,1.901755,1,inverse,0.5241333
247,10,"(199, 198)",False,d_G,2.194297,1,inverse,0.4633425
248,10,"(185, 210)",False,d_G,2.079507,1,inverse,0.3826584
249,10,"(44, 45)",False,d_G,3.8146973,1,inverse,0.40685377
250,10,"(44, 46)",False,d_G,1.9744397,1,inverse,0.37141457
251,10,"(45, 46)",False,d_G,3.1273804,1,inverse,0.40632483
252,10,"(45, 161)",False,d_G,4.0906305,1,inverse,0.3554198
253,10,"(162, 45)",False,d_G,3.8620734,1,inverse,0.44736645
254,10,"(45, 196)",False,d_G,3.4796824,1,inverse,0.48645547
255,10,"(162, 161)",False,d_G,3.8453279,1,inverse,0.28456667
256,10,"(162, 48)",False,d_G,3.7532775,1,inverse,0.3242518
257,10,"(195, 196)",True,d_G,2.6359653,1,inverse,0.5227194
258,10,"(48, 246)",False,d_G,3.5490928,1,inverse,0.30958492
259,10,"(268, 292)",False,d_G,1.6982434,1,inverse,0.18336181
260,10,"(55, 99)",False,d_G,2.7098584,1,inverse,0.3593862
261,10,"(109, 110)",False,d_G,2.3611882,1,inverse,0.116239816
262,10,"(63, 62)",False,d_G,2.569803,1,inverse,0.49536577
263,10,"(336, 62)",True,d_G,2.207678,1,inverse,0.5436574
264,10,"(213, 281)",False,d_G,3.6912396,1,inverse,0.26956242
265,10,"(273, 252)",False,d_G,3.5479364,1,inverse,0.26262167
266,10,"(339, 320)",False,d_G,3.787554,1,inverse,0.29111493
267,10,"(320, 349)",False,d_G,4.365897,1,inverse,0.2557478
268,10,"(183, 100)",False,d_G,4.158637,1,inverse,0.29808164
269,10,"(205, 183)",False,d_G,3.996554,1,inverse,0.34229848
270,10,"(206, 135)",False,d_G,4.392772,1,inverse,0.35321888
271,10,"(257, 176)",False,d_G,2.6450999,1,inverse,0.40944627
272,10,"(71, 72)",False,d_G,1.8290418,1,inverse,0.46940944
273,10,"(250, 249)",False,d_G,1.4401585,1,inverse,0.23483767
274,10,"(293, 361)",False,d_G,2.3406932,1,inverse,0.091786504
275,10,"(79, 78)",False,d_G,1.7334095,1,inverse,0.4109092
276,10,"(78, 131)",True,d_G,1.5242962,1,inverse,0.5037074
277,10,"(91, 131)",False,d_G,2.3249338,1,inverse,0.47681883
278,10,"(81, 80)",False,d_G,3.1935759,1,inverse,0.35774732
279,10,"(130, 81)",False,d_G,3.5379837,1,inverse,0.47026733
280,10,"(257, 81)",False,d_G,3.7442124,1,inverse,0.37939328
281,10,"(81, 351)",False,d_G,3.6592128,1,inverse,0.43341675
282,10,"(130, 126)",False,d_G,2.1055608,1,inverse,0.35591257
283,10,"(319, 351)",False,d_G,2.2903833,1,inverse,0.37805012
284,10,"(265, 158)",False,d_G,2.441088,1,inverse,0.24134097
285,10,"(88, 332)",False,d_G,2.01696,1,inverse,0.45122078
286,10,"(151, 89)",False,d_G,1.9635853,1,inverse,0.40741158
287,10,"(124, 332)",False,d_G,2.7068286,1,inverse,0.39017382
288,10,"(152, 151)",False,d_G,1.7764517,1,inverse,0.33999574
289,10,"(90, 91)",True,d_G,1.615215,1,inverse,0.5114817
290,10,"(173, 90)",True,d_G,1.4916186,1,inverse,0.542358
291,10,"(100, 101)",False,d_G,3.255604,1,inverse,0.33844218
292,10,"(346, 114)",False,d_G,1.8543868,1,inverse,0.23961857
293,10,"(296, 125)",False,d_G,2.3105917,1,inverse,0.14146662
294,10,"(135, 118)",False,d_G,3.5771346,1,inverse,0.3550111
295,10,"(135, 134)",False,d_G,3.6940608,1,inverse,0.40483788
296,10,"(121, 120)",False,d_G,4.0590925,1,inverse,0.30641297
297,10,"(210, 123)",False,d_G,1.9025941,1,inverse,0.3718337
298,10,"(344, 133)",False,d_G,1.7985971,1,inverse,0.30687016
299,10,"(141, 140)",False,d_G,1.7025694,1,inverse,0.16715227
300,10,"(152, 357)",False,d_G,1.679478,1,inverse,0.45475587
301,10,"(298, 157)",False,d_G,2.4645643,1,inverse,0.124071196
302,10,"(223, 299)",False,d_G,3.1811802,1,inverse,0.4216887
303,10,"(163, 164)",True,d_G,2.009925,1,inverse,0.5357001
304,10,"(223, 163)",False,d_G,2.6827242,1,inverse,0.44013634
305,10,"(338, 164)",False,d_G,2.682686,1,inverse,0.49404082
306,10,"(223, 222)",False,d_G,2.5527966,1,inverse,0.43470684
307,10,"(165, 167)",True,d_G,1.4638708,1,inverse,0.513577
308,10,"(232, 166)",False,d_G,2.572956,1,inverse,0.20255369
309,10,"(329, 166)",False,d_G,2.8302336,1,inverse,0.35649037
310,10,"(253, 167)",True,d_G,1.4140561,1,inverse,0.5032705
311,10,"(230, 232)",False,d_G,3.2627978,1,inverse,0.27037737
312,10,"(186, 168)",False,d_G,2.3930776,1,inverse,0.45317087
313,10,"(186, 294)",False,d_G,2.284381,1,inverse,0.45520058
314,10,"(365, 186)",False,d_G,2.046138,1,inverse,0.49456218
315,10,"(341, 368)",False,d_G,2.0242007,1,inverse,0.13625573
316,10,"(365, 359)",False,d_G,2.221958,1,inverse,0.46695423
317,10,"(272, 306)",False,d_G,3.7081573,1,inverse,0.06859411
318,10,"(330, 198)",False,d_G,1.7893467,1,inverse,0.492025
319,10,"(203, 202)",False,d_G,1.5547282,1,inverse,0.47501695
320,10,"(204, 202)",False,d_G,1.8434948,1,inverse,0.43759507
321,10,"(280, 275)",False,d_G,2.1757104,1,inverse,0.15031266
322,10,"(211, 303)",False,d_G,1.7812256,1,inverse,0.43853322
323,10,"(303, 335)",False,d_G,2.2197735,1,inverse,0.4084382
324,10,"(237, 234)",False,d_G,1.7189878,1,inverse,0.4773514
325,10,"(238, 237)",False,d_G,2.2936544,1,inverse,0.3658231
326,10,"(240, 241)",False,d_G,1.6436733,1,inverse,0.48831823
327,10,"(241, 359)",False,d_G,1.2753632,1,inverse,0.49365735
328,10,"(242, 243)",False,d_G,1.8846337,1,inverse,0.17292573
329,10,"(286, 283)",False,d_G,2.700393,1,inverse,0.19862838
330,10,"(283, 287)",False,d_G,3.1994307,1,inverse,0.288719
331,10,"(340, 286)",False,d_G,2.4346273,1,inverse,0.34979182
332,10,"(297, 307)",False,d_G,1.9676071,1,inverse,0.49357435
333,10,"(308, 307)",False,d_G,2.0421214,1,inverse,0.46220854
334,10,"(334, 366)",False,d_G,1.6794256,1,inverse,0.13923119
335,10,"(216, 2)",False,d_G,0.3639063,0,inverse,0.808922
336,10,"(260, 3)",False,d_G,1.6549401,0,inverse,0.6425451
337,10,"(3, 338)",False,d_G,3.0069911,0,inverse,0.5371526
338,10,"(18, 17)",False,d_G,0.44132906,0,inverse,0.7870592
339,10,"(194, 318)",False,d_G,1.763145,0,inverse,0.58094174
340,10,"(333, 337)",False,d_G,1.3059009,0,inverse,0.5805477
341,10,"(40, 363)",True,d_G,2.0990787,0,inverse,0.4457246
342,10,"(57, 103)",True,d_G,3.5045795,0,inverse,0.43138915
343,10,"(57, 333)",True,d_G,3.6309907,0,inverse,0.3546826
344,10,"(84, 103)",False,d_G,2.595647,0,inverse,0.5593796
345,10,"(355, 103)",False,d_G,2.2659214,0,inverse,0.5331833
346,10,"(226, 62)",False,d_G,2.3554761,0,inverse,0.57188976
347,10,"(82, 83)",True,d_G,1.657162,0,inverse,0.49939984
348,10,"(84, 82)",True,d_G,2.1499212,0,inverse,0.46614513
349,10,"(87, 85)",False,d_G,1.46547,0,inverse,0.581567
350,10,"(86, 189)",True,d_G,2.540303,0,inverse,0.39070114
351,10,"(92, 93)",True,d_G,2.0097082,0,inverse,0.38012204
352,10,"(364, 93)",False,d_G,1.4385359,0,inverse,0.52744997
353,10,"(233, 116)",True,d_G,1.5594953,0,inverse,0.49435714
354,10,"(97, 96)",True,d_G,3.9024796,0,inverse,0.45693564
355,10,"(96, 98)",False,d_G,1.8259034,0,inverse,0.5683698
356,10,"(111, 97)",False,d_G,3.4828534,0,inverse,0.5037572
357,10,"(98, 208)",True,d_G,2.3805423,0,inverse,0.49139205
358,10,"(111, 112)",True,d_G,3.4257236,0,inverse,0.4342883
359,10,"(113, 111)",True,d_G,3.1699948,0,inverse,0.49638438
360,10,"(208, 207)",False,d_G,1.6355683,0,inverse,0.6150287
361,10,"(182, 100)",True,d_G,3.3482256,0,inverse,0.43303147
362,10,"(149, 112)",False,d_G,1.8340847,0,inverse,0.550399
363,10,"(113, 150)",True,d_G,1.9393182,0,inverse,0.49271443
364,10,"(233, 228)",False,d_G,0.5768731,0,inverse,0.7427975
365,10,"(128, 129)",False,d_G,1.1522413,0,inverse,0.62541014
366,10,"(128, 153)",False,d_G,1.2159003,0,inverse,0.6421288
367,10,"(255, 129)",False,d_G,1.116701,0,inverse,0.6056426
368,10,"(138, 139)",False,d_G,0.3220391,0,inverse,0.8563472
369,10,"(217, 218)",False,d_G,2.2462394,0,inverse,0.5106513
370,10,"(259, 266)",False,d_G,1.6548364,0,inverse,0.50470054
371,10,"(356, 194)",False,d_G,1.7985216,0,inverse,0.55458796
372,10,"(196, 261)",False,d_G,2.0984187,0,inverse,0.5998268
373,10,"(219, 218)",True,d_G,4.38049,0,inverse,0.35731035
374,10,"(227, 228)",True,d_G,1.7341355,0,inverse,0.46428823
375,15,"(1, 77)",False,d_G,5.5483704,1,inverse,0.28150558
376,15,"(1, 106)",False,d_G,5.7612967,1,inverse,0.2876583
377,15,"(1, 321)",False,d_G,5.359152,1,inverse,0.28463396
378,15,"(77, 76)",False,d_G,5.329129,1,inverse,0.2307755
379,15,"(59, 219)",False,d_G,7.041194,1,inverse,0.24882479
380,15,"(221, 6)",False,d_G,5.414318,1,inverse,0.19320236
381,15,"(328, 221)",False,d_G,5.0937276,1,inverse,0.21636531
382,15,"(8, 7)",False,d_G,7.3691964,1,inverse,0.22406137
383,15,"(39, 8)",False,d_G,8.02893,1,inverse,0.35118836
384,15,"(9, 10)",False,d_G,5.142412,1,inverse,0.43412083
385,15,"(34, 35)",False,d_G,8.661041,1,inverse,0.3554913
386,15,"(34, 39)",False,d_G,8.110176,1,inverse,0.37244138
387,15,"(34, 119)",False,d_G,7.674187,1,inverse,0.34037983
388,15,"(180, 34)",False,d_G,9.714376,1,inverse,0.31656605
389,15,"(20, 39)",False,d_G,7.1405487,1,inverse,0.3863229
